Location,Occasion1,Occasion2,Occasion3,Group1,StudyArea,SurveyYear,CameraUTM_E,CameraUTM_N,CameraUTM_Zone,StartDateTime
TH - 3518,0,0,0,1,2,2018,510405,4793375,18,2/13/2018 11:40:08 AM
TH - 3591,0,NA,NA,1,2,2016,518059,4790405,18,2/5/2016 10:22:04 AM
TH - 3591,0,0,0,1,2,2017,518059,4790405,18,1/25/2017 7:00:00 AM
TH - 3591,0,0,0,1,2,2018,518059,4790405,18,1/22/2018 10:34:20 AM
TH - 3659,0,0,NA,1,2,2016,505305,4787933,18,1/28/2016 11:45:00 AM
TH - 3659,0,0,0,1,2,2017,505305,4787933,18,1/25/2017 2:45:00 PM
TH - 3659,0,0,0,1,2,2018,505305,4787933,18,1/22/2018 9:14:14 AM
TH - 3662,0,NA,NA,1,2,2016,517257,4787322,18,2/5/2016 10:51:56 AM
TH - 3662,0,NA,NA,1,2,2017,517257,4787322,18,2/4/2017 7:30:00 AM
TH - 3662,0,0,0,1,2,2018,517257,4787322,18,1/22/2018 11:09:08 AM
TH - 3663,0,0,0,1,2,2016,521533,4785773,18,1/5/2016 7:00:00 AM
TH - 3663,0,0,0,1,2,2017,521533,4785773,18,1/3/2017 7:00:00 AM
TH - 3663,0,0,0,1,2,2018,521533,4785773,18,1/22/2018 9:39:54 AM
TH - 3737,0,0,0,1,2,2016,534095,4780920,18,1/26/2016 7:00:00 AM
TH - 3737,0,0,0,1,2,2017,534095,4780920,18,1/3/2017 7:00:00 AM
TH - 3737,0,0,0,1,2,2018,534095,4780920,18,1/2/2018 9:46:19 AM
TH - 3803,0,0,0,1,2,2016,514133,4778671,18,1/26/2016 10:30:00 AM
TH - 3803,0,0,0,1,2,2017,514133,4778671,18,1/25/2017 7:00:00 AM
TH - 3803,0,0,0,1,2,2018,514133,4778671,18,1/22/2018 11:51:22 AM
TH - 3806,0,0,0,1,2,2016,526891,4777986,18,2/19/2016 7:00:00 AM
TH - 3806,1,NA,NA,1,2,2017,526891,4777986,18,1/13/2017 7:30:00 AM
TH - 3806,0,0,0,1,2,2018,526891,4777986,18,1/2/2018 10:33:51 AM
TH - 3879,1,0,0,1,2,2016,532236,4773138,18,2/19/2016 7:00:00 AM
TH - 3879,0,0,0,1,2,2017,532236,4773138,18,1/3/2017 7:00:00 AM
TH - 3879,0,0,0,1,2,2018,532236,4773138,18,1/2/2018 11:04:31 AM
TH - 3947,1,1,1,1,2,2016,520968,4771565,18,2/19/2016 7:00:00 AM
TH - 3947,1,1,0,1,2,2017,520968,4771565,18,1/3/2017 7:15:00 AM
TH - 3947,1,1,1,1,2,2018,520968,4771565,18,1/2/2018 12:59:29 PM
TH - 3949,0,0,0,1,2,2016,530748,4769779,18,2/19/2016 7:00:00 AM
TH - 3949,1,0,0,1,2,2017,530748,4769779,18,1/3/2017 7:00:00 AM
TH - 3949,1,0,1,1,2,2018,530748,4769779,18,1/2/2018 12:17:03 PM
TH - 4022,0,0,0,1,2,2016,535865,4767432,18,2/19/2016 7:00:00 AM
TH - 4022,0,0,0,1,2,2017,535865,4767432,18,1/3/2017 7:00:00 AM
TH - 4022,0,0,0,1,2,2018,535865,4767432,18,1/2/2018 11:38:48 AM
