sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,year
449,509518,4733775,0,0,0,2014
450,521824,4733385,0,0,0,2014
451,525729,4733301,0,0,0,2014
452,528190,4733579,0,0,0,2014
453,303912,4729150,0,0,0,2014
454,297355,4736827,0,0,0,2014
455,301352,4736753,0,0,0,2014
456,305399,4737310,0,0,0,2014
457,439072,4738584,0,0,0,2014
458,468392,4737737,0,0,0,2014
459,470313,4736703,0,0,0,2014
460,482900,4736493,0,0,0,2014
461,486140,4736483,0,0,0,2014
462,503760,4736259,0,0,0,2014
463,505590,4736781,0,0,0,2014
464,522618,4737226,0,0,0,2014
465,524806,4737766,0,0,0,2014
466,398503,4744058,0,0,0,2014
467,304551,4740741,0,0,0,2014
468,309937,4740172,0,0,0,2014
469,467588,4739888,0,0,0,2014
470,470925,4741550,0,0,0,2014
471,475102,4741848,0,0,0,2014
472,483234,4740507,0,0,0,2014
473,485706,4740378,0,0,0,2014
474,491340,4740914,0,0,0,2014
475,503389,4741374,0,0,0,2014
476,506519,4740422,0,0,0,2014
477,408476,4748755,0,0,0,2014
478,412050,4748927,0,0,0,2014
479,467268,4745747,0,0,0,2014
480,472712,4743719,0,0,0,2014
481,475249,4744879,0,0,0,2014
482,468328,4747987,0,0,0,2014
483,470965,4748723,0,0,0,2014
484,359236,4771677,0,0,0,2014
485,405604,4750767,0,0,0,2014
486,409763,4752112,0,0,0,2014
487,355295,4775529,0,0,0,2014
488,359385,4775692,0,0,0,2014
489,363191,4775714,0,0,0,2014
490,455837,4775560,0,0,0,2014
491,460116,4774858,0,0,0,2014
492,462913,4775348,0,0,0,2014
493,412960,4754082,0,0,0,2014
494,445074,4754986,0,0,0,2014
495,448300,4756275,0,0,0,2014
496,324695,4779465,0,0,0,2014
497,455593,4757016,0,0,0,2014
498,332231,4779068,0,0,0,2014
499,355484,4779668,0,0,0,2014
500,359476,4779331,0,0,0,2014
501,442717,4780527,0,NA,NA,2014
502,447359,4778640,0,0,0,2014
503,458905,4779207,0,0,0,2014
504,463380,4779422,0,0,0,2014
505,467370,4779405,0,0,0,2014
506,441113,4760964,0,0,0,2014
507,316635,4783494,0,0,0,2014
508,320211,4783522,0,0,0,2014
509,324272,4782828,0,0,0,2014
510,444771,4759864,0,0,0,2014
511,332736,4782921,0,0,0,2014
512,447716,4760151,0,0,0,2014
513,452698,4760134,0,0,0,2014
514,457060,4758640,0,0,0,2014
515,444315,4784873,0,0,0,2014
516,448549,4782591,0,0,0,2014
517,455701,4762568,0,0,0,2014
518,340810,4775587,0,0,0,2014
519,321093,4787076,0,0,0,2014
520,324032,4786977,0,0,0,2014
521,335990,4779515,0,0,0,2014
522,339961,4779236,0,0,0,2014
523,355595,4787700,0,0,0,2014
524,358278,4787362,0,0,0,2014
525,363015,4787125,0,0,0,2014
526,468319,4788235,0,0,0,2014
527,355305,4791187,0,0,0,2014
528,358655,4791953,0,0,0,2014
529,362878,4791085,0,0,0,2014
530,429444,4790214,0,0,0,2014
531,431554,4789572,0,0,0,2014
532,436851,4791110,0,0,0,2014
533,467073,4791507,0,0,0,2014
534,470777,4790252,0,0,0,2014
535,474752,4790917,0,0,0,2014
536,359241,4794613,0,0,0,2014
537,362962,4795070,0,0,0,2014
538,428506,4793328,0,0,0,2014
539,433861,4795953,0,0,0,2014
540,438047,4794847,0,0,0,2014
541,444254,4794245,0,0,0,2014
542,475843,4793352,0,0,0,2014
543,479962,4794247,0,0,0,2014
544,410702,4799247,0,0,0,2014
545,412734,4797770,0,0,0,2014
546,417283,4798885,0,0,0,2014
547,420992,4799392,0,0,0,2014
548,440827,4799207,0,0,0,2014
549,445704,4800127,0,0,0,2014
550,448386,4799932,0,0,0,2014
551,467596,4798180,0,0,0,2014
552,470850,4800843,0,0,0,2014
553,474760,4799278,0,0,0,2014
554,478005,4798379,0,0,0,2014
555,409698,4802767,0,0,0,2014
556,413646,4803069,0,0,0,2014
557,416732,4803723,0,0,0,2014
558,440199,4803226,0,0,0,2014
559,444653,4802320,0,0,0,2014
560,447553,4804316,0,0,0,2014
561,452358,4802735,0,0,0,2014
562,458177,4804390,0,0,0,2014
563,464156,4804629,0,0,0,2014
564,466307,4804614,0,0,0,2014
565,470713,4802873,0,0,0,2014
566,412911,4806251,0,0,0,2014
567,424477,4808069,0,0,0,2014
568,430775,4808332,0,0,0,2014
569,434092,4808332,0,0,0,2014
570,439776,4806183,0,0,0,2014
571,446619,4804694,0,0,0,2014
572,464630,4808061,0,0,0,2014
573,466750,4806968,0,0,0,2014
574,471417,4808536,0,0,0,2014
575,475591,4806087,0,0,0,2014
576,426517,4808800,0,0,0,2014
577,427119,4811845,0,0,0,2014
578,434060,4812082,0,0,0,2014
579,467165,4810682,0,0,0,2014
580,472135,4811909,0,0,0,2014
581,426254,4814454,0,0,0,2014
582,429718,4814110,0,0,0,2014
583,434166,4814513,0,0,0,2014
584,413657,4818189,0,0,0,2014
585,416239,4817614,0,0,0,2014
586,427763,4819203,NA,0,0,2014
587,413545,4822269,0,0,0,2014
588,418209,4822031,0,0,NA,2014
589,413016,4827424,0,0,0,2014
590,417512,4825544,0,0,0,2014
591,421703,4825976,0,0,0,2014
592,417255,4829898,0,0,0,2014
593,420177,4830023,0,0,0,2014
594,417162,4833558,0,0,0,2014
595,420305,4834355,NA,NA,0,2014
596,416243,4837720,0,0,NA,2014
597,421056,4837635,0,0,0,2014
598,417687,4841635,NA,0,0,2014
599,420771,4841369,0,0,0,2014
600,441980,4852986,0,0,0,2014
601,444457,4853217,0,0,0,2014
602,447367,4852429,0,0,0,2014
603,436593,4856640,0,NA,NA,2014
604,438756,4855105,0,NA,NA,2014
605,443346,4856853,0,0,0,2014
606,337106,4783383,0,0,0,2014
607,340155,4783506,0,NA,NA,2014
608,343617,4783449,0,0,0,2014
1,452662,4654060,0,0,0,2015
2,455836,4655452,0,0,0,2015
3,458279,4654787,0,NA,0,2015
4,234911,4659282,0,0,0,2015
7,451803,4658956,0,0,0,2015
8,456050,4659230,0,0,0,2015
9,460123,4658981,0,0,0,2015
10,463522,4659515,0,0,0,2015
12,227433,4664717,0,0,0,2015
13,231295,4662873,0,0,0,2015
14,234492,4664415,0,0,0,2015
15,459200,4663033,0,0,0,2015
16,463431,4664535,0,0,0,2015
17,222402,4668197,0,0,0,2015
18,227204,4666403,0,0,0,2015
19,308734,4667368,0,0,0,2015
20,303631,4667225,0,0,NA,2015
22,115599,4671082,0,0,0,2015
23,118828,4671274,0,0,0,2015
24,124428,4670598,0,0,0,2015
26,227666,4671792,0,0,0,2015
27,247015,4672347,0,0,0,2015
28,249289,4671213,0,0,0,2015
29,308939,4671562,0,0,0,2015
30,305092,4671451,0,0,0,2015
32,469326,4669682,0,0,0,2015
33,473395,4671296,0,0,0,2015
34,473978,4670866,0,0,0,2015
35,111877,4673249,0,0,0,2015
36,115351,4673371,0,0,0,2015
37,119309,4675804,0,0,0,2015
38,123428,4675681,0,0,0,2015
39,140085,4675037,0,0,0,2015
40,143408,4674529,0,0,0,2015
43,246306,4675398,0,0,0,2015
46,303419,4674046,0,0,0,2015
50,328153,4674888,0,0,0,2015
53,285417,4701919,0,0,0,2015
54,467436,4673323,0,0,0,2015
55,472666,4673692,0,0,0,2015
56,477156,4676220,0,0,0,2015
57,478748,4675442,0,0,0,2015
58,481868,4674155,0,0,0,2015
59,138680,4678680,0,0,0,2015
60,142938,4679417,0,0,0,2015
61,145958,4679197,0,0,0,2015
62,251602,4679059,0,0,0,2015
63,255594,4678086,0,0,0,2015
64,258778,4677114,0,0,0,2015
66,303566,4677771,0,0,0,2015
67,324423,4680661,0,0,0,2015
68,328243,4679685,0,0,0,2015
71,341444,4677581,0,0,0,2015
72,342917,4678694,0,0,0,2015
73,346573,4678259,0,0,0,2015
75,378740,4679053,0,0,0,2015
76,382135,4678878,0,0,0,2015
80,448254,4678199,0,0,0,2015
81,451987,4679939,0,0,0,2015
82,468995,4679877,0,0,0,2015
83,470424,4680150,0,0,0,2015
84,482913,4677097,0,0,0,2015
85,488078,4678378,0,0,0,2015
88,169606,4681026,0,0,0,2015
89,173629,4682926,0,0,0,2015
90,226218,4682753,0,0,0,2015
91,230112,4683973,0,0,0,2015
92,234544,4683407,0,0,0,2015
94,292644,4683651,0,0,0,2015
95,297659,4682757,0,0,0,2015
97,325463,4683034,0,0,0,2015
98,328567,4682043,0,0,0,2015
100,335363,4683127,0,0,0,2015
101,340616,4682828,0,0,0,2015
102,343098,4683231,0,0,0,2015
103,380141,4683081,0,0,0,2015
104,381588,4682012,0,0,0,2015
107,410579,4681916,0,0,0,2015
108,435685,4683074,0,0,0,2015
109,440459,4682592,0,0,0,2015
110,443537,4681786,0,0,0,2015
111,448448,4682995,0,0,0,2015
112,451210,4682379,0,0,0,2015
114,466630,4680951,0,0,0,2015
115,471392,4682794,0,0,0,2015
116,484305,4681269,0,0,0,2015
117,486323,4682058,0,0,0,2015
118,492082,4683282,0,0,0,2015
119,495455,4682470,0,0,0,2015
121,122477,4686713,0,0,0,2015
122,126054,4686417,0,0,0,2015
124,135624,4686013,0,0,0,2015
125,173595,4686806,0,0,NA,2015
126,226374,4685333,0,0,0,2015
127,232191,4688234,0,0,0,2015
130,287659,4687461,0,0,0,2015
131,297052,4686172,0,0,0,2015
132,301707,4686401,0,0,0,2015
133,305242,4685855,0,0,0,2015
135,325603,4685834,0,0,0,2015
138,335529,4686895,0,0,0,2015
139,361861,4684705,0,0,0,2015
140,366770,4687211,0,0,0,2015
141,371362,4687131,0,0,0,2015
142,378583,4686627,0,0,0,2015
143,382030,4686028,0,0,0,2015
144,386239,4686167,0,0,0,2015
147,406231,4687148,0,0,0,2015
148,409492,4687655,0,0,0,2015
150,445249,4686319,0,0,0,2015
151,449715,4687282,0,0,0,2015
152,481339,4686782,0,0,0,2015
153,485379,4686748,0,0,0,2015
154,491349,4686299,0,0,0,2015
155,493476,4687538,0,0,0,2015
156,499432,4686440,0,0,0,2015
157,510623,4686944,0,0,0,2015
159,123046,4691043,0,0,0,2015
160,127502,4691441,0,0,0,2015
161,130225,4690206,0,0,0,2015
162,135465,4691261,0,0,0,2015
163,138543,4690089,0,0,0,2015
164,154871,4689763,0,0,0,2015
166,170843,4690380,0,0,0,2015
167,171759,4689350,0,0,0,2015
168,188255,4690640,0,0,0,2015
174,250977,4689155,0,0,0,2015
180,293284,4686549,0,0,0,2015
181,297781,4691512,0,0,0,2015
182,288973,4702581,0,0,0,2015
183,322883,4690669,0,NA,NA,2015
184,329607,4689724,0,0,0,2015
186,335601,4689612,0,0,0,2015
188,359146,4693161,0,NA,NA,2015
189,364263,4691303,0,0,0,2015
190,367000,4690560,0,0,0,2015
191,382708,4690211,0,0,0,2015
192,386943,4690418,0,0,0,2015
194,408579,4690634,0,0,0,2015
195,297189,4709163,0,0,0,2015
197,425736,4690961,0,0,0,2015
200,493613,4689229,0,0,0,2015
201,498770,4691301,0,0,0,2015
202,502978,4690272,0,0,0,2015
203,510371,4690905,0,0,0,2015
204,513483,4689983,0,0,0,2015
205,521944,4690259,0,0,0,2015
206,150641,4693350,0,0,0,2015
207,154265,4695656,0,0,0,2015
209,162081,4693977,0,0,0,2015
210,166431,4693685,0,0,0,2015
212,174827,4694676,0,0,NA,2015
213,185036,4692344,0,0,0,2015
214,189838,4694662,0,0,0,2015
216,225282,4695666,0,0,0,2015
217,226176,4693922,0,0,0,2015
218,232571,4692621,0,0,0,2015
219,236112,4694001,0,0,0,2015
220,238601,4694637,0,0,0,2015
222,251835,4695937,0,0,0,2015
223,255484,4694998,0,0,0,2015
224,269755,4696100,0,0,0,2015
225,272579,4695809,0,0,0,2015
226,323701,4694356,0,0,0,2015
227,328819,4692506,0,0,0,2015
228,363851,4693573,0,0,0,2015
232,420152,4695362,0,0,0,2015
233,424351,4693462,0,0,0,2015
234,430200,4694613,0,0,0,2015
236,471080,4692788,0,0,0,2015
237,474725,4692922,0,0,0,2015
238,492746,4695158,0,0,0,2015
239,495024,4695063,0,0,0,2015
240,499951,4695260,0,0,0,2015
241,501461,4695259,0,0,0,2015
242,510442,4695696,0,0,0,2015
243,514615,4694553,0,0,0,2015
244,518885,4694182,0,0,0,2015
245,521413,4695306,0,0,0,2015
246,139047,4698525,0,0,0,2015
248,150672,4698485,0,0,0,2015
249,153689,4698497,0,0,0,2015
250,161087,4697607,0,0,0,2015
251,165759,4698512,0,0,0,2015
255,184345,4697934,0,0,0,2015
257,226185,4698797,0,0,0,2015
258,247502,4697587,0,0,0,2015
259,250551,4699306,0,0,0,2015
261,266928,4699061,0,NA,0,2015
262,269523,4696692,0,0,0,2015
264,386251,4697314,0,0,0,2015
265,390694,4698637,0,0,0,2015
271,425438,4699091,0,0,0,2015
273,469938,4698793,0,0,0,2015
274,475513,4699216,0,0,0,2015
275,478310,4697985,0,0,0,2015
276,513897,4699243,0,0,0,2015
277,540347,4698153,0,0,0,2015
278,544028,4695818,0,0,0,2015
279,551842,4696356,0,0,0,2015
280,134194,4701320,0,0,0,2015
281,137909,4702636,0,0,0,2015
282,142593,4701718,0,0,0,2015
283,165550,4701387,0,0,0,2015
284,169459,4701714,0,0,0,2015
286,184687,4702003,0,0,0,2015
287,189081,4703991,0,0,0,2015
288,204020,4702442,0,0,0,2015
289,208722,4702328,0,0,0,2015
292,261930,4701300,0,0,0,2015
293,264403,4700478,0,0,0,2015
294,293335,4701639,0,0,0,2015
295,239711,4714413,0,0,0,2015
296,321162,4712323,0,0,0,2015
297,304766,4702182,0,0,0,2015
298,308688,4702278,0,0,0,2015
299,313460,4702237,0,0,0,2015
300,393223,4717778,0,0,0,2015
301,304762,4719152,0,0,0,2015
302,389745,4702040,0,0,0,2015
303,392652,4701887,0,0,0,2015
304,398933,4702744,0,0,0,2015
305,401960,4701700,0,0,0,2015
307,460308,4700832,0,0,0,2015
309,470652,4700436,0,0,0,2015
310,476664,4701915,0,0,0,2015
311,538501,4703944,0,0,0,2015
312,541447,4702481,0,0,0,2015
313,543991,4702066,0,0,0,2015
314,549040,4701722,0,0,0,2015
315,552516,4703021,0,0,0,2015
316,138198,4705227,0,0,0,2015
317,143898,4704848,0,0,0,2015
318,204510,4706072,0,0,0,2015
319,207359,4705130,0,0,0,2015
320,234509,4705812,0,0,0,2015
321,238811,4704338,0,NA,0,2015
324,262529,4704955,0,0,0,2015
326,289956,4706458,0,0,0,2015
327,292881,4706210,0,0,0,2015
328,388846,4720501,0,0,0,2015
329,393804,4724955,0,0,0,2015
330,304310,4707023,0,0,0,2015
331,308847,4705181,0,0,0,2015
332,313796,4705347,0,0,0,2015
333,298149,4724517,0,0,0,2015
334,301324,4725184,0,0,0,2015
335,336809,4705016,0,0,NA,2015
336,339753,4705611,0,0,0,2015
337,303503,4725853,0,0,0,2015
338,403198,4704532,0,0,0,2015
340,308526,4725909,0,0,0,2015
341,461440,4706569,0,0,0,2015
342,487315,4705520,0,0,0,2015
343,490705,4706834,0,0,0,2015
344,495694,4706636,0,0,0,2015
345,514544,4705700,0,0,0,2015
346,517486,4707004,0,0,0,2015
347,540229,4704278,0,0,0,2015
348,552313,4704690,0,0,0,2015
350,208031,4709660,0,0,0,2015
351,231430,4709575,0,0,0,2015
352,236151,4711047,0,0,0,2015
353,239354,4709913,0,0,0,2015
356,288670,4709222,0,0,0,2015
357,293087,4710014,0,0,0,2015
358,331947,4708921,0,0,0,2015
359,335285,4708559,0,0,0,2015
360,339628,4709756,0,0,0,2015
361,403239,4710710,0,0,0,2015
363,444454,4708985,0,0,0,2015
364,446639,4709020,0,0,0,2015
365,450701,4710798,0,0,0,2015
366,459865,4710218,0,0,0,2015
367,464568,4708607,0,0,0,2015
368,486819,4710497,0,0,0,2015
369,491622,4709890,0,0,0,2015
370,494563,4710475,0,0,0,2015
371,509544,4710063,0,0,0,2015
372,514550,4709032,0,0,0,2015
373,517896,4710314,0,0,0,2015
374,520231,4708721,0,0,0,2015
375,236667,4713158,0,0,0,2015
376,397350,4725531,0,0,0,2015
377,339286,4714410,0,0,0,2015
378,425447,4713957,0,0,0,2015
379,428210,4712367,0,0,0,2015
380,449285,4714983,0,0,0,2015
381,452398,4713642,0,0,0,2015
382,464478,4712770,0,0,0,2015
383,476327,4713818,0,0,0,2015
384,477916,4712911,0,0,0,2015
385,491498,4713981,0,0,0,2015
386,517474,4713073,0,NA,0,2015
387,523242,4712263,0,0,0,2015
388,525333,4712504,0,0,0,2015
389,393803,4724952,0,0,0,2015
390,320408,4718034,0,0,0,2015
391,424299,4717621,0,0,0,2015
392,428182,4716828,0,0,0,2015
393,465592,4717674,0,0,0,2015
394,467841,4717716,0,0,0,2015
395,475131,4717571,0,0,0,2015
396,479739,4717687,0,0,0,2015
397,483191,4716589,0,0,0,2015
398,499161,4716872,0,0,0,2015
399,501167,4717267,0,0,0,2015
400,517436,4716489,0,0,0,2015
401,523192,4716944,0,0,0,2015
402,547435,4717819,0,0,0,2015
403,551714,4716417,0,0,0,2015
404,389054,4727607,0,0,0,2015
405,309388,4737352,0,0,0,2015
406,320328,4720572,0,0,0,2015
407,324443,4720704,0,0,0,2015
409,479487,4721592,0,0,0,2015
410,493834,4720892,0,0,0,2015
411,498693,4720811,0,0,0,2015
412,502491,4721227,0,0,0,2015
413,506371,4723142,0,0,0,2015
414,548933,4719535,0,0,0,2015
415,551434,4721218,0,0,0,2015
416,557782,4721162,0,0,0,2015
417,560464,4720023,0,0,0,2015
418,311534,4743507,0,0,0,2015
421,324283,4725772,0,0,0,2015
422,435606,4724618,0,0,0,2015
424,498734,4725202,0,0,0,2015
425,502752,4726087,0,0,NA,2015
426,560466,4724384,0,0,0,2015
428,463555,4740935,0,0,0,2015
429,421774,4728689,0,0,0,2015
430,435510,4728215,0,0,0,2015
431,441657,4728483,0,0,0,2015
432,521318,4728729,0,0,0,2015
433,524879,4729037,0,0,0,2015
434,528957,4729408,0,0,0,2015
435,532191,4728608,0,0,0,2015
437,417828,4732678,0,0,0,2015
438,420872,4732917,0,0,0,2015
439,425195,4732060,0,0,0,2015
440,435062,4732154,0,0,0,2015
441,442172,4733939,0,0,0,2015
444,482355,4733362,0,0,0,2015
445,485974,4733542,0,0,0,2015
446,490272,4733854,NA,0,0,2015
447,502477,4733145,0,0,0,2015
448,505257,4734029,0,0,0,2015
449,509484,4733697,0,0,0,2015
450,521824,4733385,0,0,0,2015
451,525808,4733099,0,0,0,2015
452,528591,4733558,0,NA,0,2015
453,303919,4729146,0,0,0,2015
454,297354,4736832,0,0,0,2015
455,301355,4736754,0,0,0,2015
456,305387,4737311,0,0,0,2015
458,468392,4737737,0,0,0,2015
460,482900,4736545,NA,0,0,2015
461,486149,4736473,0,0,0,2015
462,503738,4736271,0,0,0,2015
463,505582,4736779,0,0,0,2015
464,522217,4737227,0,0,0,2015
465,524795,4737755,0,0,0,2015
467,304557,4740757,0,0,0,2015
468,309989,4740222,0,0,0,2015
469,467588,4739888,0,0,0,2015
470,470925,4741553,0,0,0,2015
472,483337,4740535,0,0,0,2015
473,485817,4740385,0,0,0,2015
474,491299,4740702,0,0,0,2015
475,503389,4741374,0,0,0,2015
476,506504,4740439,0,0,0,2015
477,408468,4748727,0,0,0,2015
478,412019,4748960,0,0,0,2015
479,467299,4745763,0,0,0,2015
480,472744,4743707,0,0,0,2015
484,359247,4771684,0,0,0,2015
485,405585,4750750,0,0,0,2015
486,409769,4752137,0,0,0,2015
487,355309,4775554,0,0,0,2015
488,359413,4775631,0,0,0,2015
489,363280,4775727,0,0,0,2015
490,455868,4775575,0,0,NA,2015
491,460136,4774809,0,0,0,2015
492,462913,4775341,0,0,NA,2015
493,412975,4754383,0,0,0,2015
496,324736,4779463,0,0,0,2015
497,455604,4756924,0,0,0,2015
498,332223,4779069,0,0,0,2015
499,355483,4779652,0,0,0,2015
500,359472,4779353,0,0,0,2015
501,442716,4780525,0,0,0,2015
502,447359,4778640,0,0,0,2015
503,458894,4779204,0,0,0,2015
504,463381,4779425,0,0,0,2015
505,467372,4779412,0,0,0,2015
507,316892,4783652,0,0,0,2015
508,320156,4783658,0,0,0,2015
509,324259,4782809,0,0,0,2015
510,444787,4759885,0,0,0,2015
511,332705,4782885,0,0,0,2015
512,447684,4759939,0,0,0,2015
513,452702,4760147,0,0,0,2015
514,457080,4758636,0,0,0,2015
515,444296,4784850,0,0,0,2015
516,448548,4782591,NA,0,0,2015
517,455709,4762575,0,0,0,2015
518,340849,4775579,0,0,0,2015
519,321088,4787034,0,0,0,2015
520,324047,4786971,0,0,0,2015
521,336000,4779504,0,0,0,2015
522,339916,4779229,0,0,0,2015
523,355705,4787701,0,0,0,2015
524,358292,4787008,0,0,0,2015
525,363026,4787073,0,0,0,2015
526,468305,4788228,0,0,0,2015
527,355327,4791216,0,0,0,2015
528,358667,4791919,0,0,0,2015
529,362873,4791081,0,0,0,2015
530,429415,4790180,0,0,0,2015
531,431537,4789565,0,0,0,2015
532,436866,4791048,0,0,0,2015
533,466852,4791062,0,0,0,2015
534,470792,4790246,0,NA,0,2015
535,474779,4790905,0,0,0,2015
536,359260,4794567,0,0,0,2015
537,362950,4795069,0,0,0,2015
538,428504,4793314,0,0,0,2015
539,433860,4795945,0,0,0,2015
540,438013,4794868,0,0,0,2015
541,444269,4794263,0,0,0,2015
542,475848,4793354,0,0,0,2015
543,479951,4794259,0,0,0,2015
544,410704,4799247,0,0,0,2015
545,412624,4797603,0,0,0,2015
546,417268,4798908,0,0,0,2015
547,421002,4799400,0,0,0,2015
548,440802,4799273,0,0,0,2015
549,445729,4800118,0,0,0,2015
550,448348,4799968,0,0,0,2015
551,467571,4798186,0,0,0,2015
552,470850,4800842,0,0,0,2015
553,474768,4799261,0,0,0,2015
554,478006,4798375,0,0,0,2015
555,409698,4802767,0,0,0,2015
556,413640,4803071,0,0,0,2015
557,416728,4803713,0,0,0,2015
558,440235,4803287,0,0,0,2015
559,444658,4802314,0,0,0,2015
560,447553,4804307,0,0,0,2015
561,452351,4802728,0,0,0,2015
562,458177,4804390,0,0,0,2015
563,464156,4804629,0,0,0,2015
564,466307,4804614,0,0,0,2015
565,470713,4802873,0,0,0,2015
566,412911,4806251,0,0,0,2015
567,424477,4808069,0,0,0,2015
568,430775,4808332,0,0,0,2015
569,434092,4808339,0,0,0,2015
570,439779,4806183,0,0,0,2015
571,446619,4804694,0,0,0,2015
572,464630,4808061,0,0,0,2015
573,466750,4806968,0,0,0,2015
574,471417,4808536,0,0,0,2015
575,475591,4806087,0,0,0,2015
576,426517,4808800,0,0,0,2015
577,427119,4811845,0,0,0,2015
578,434060,4812082,0,0,0,2015
579,467165,4810682,0,0,0,2015
580,472135,4811909,0,0,0,2015
581,426254,4814454,0,0,0,2015
582,429718,4814110,0,0,0,2015
583,434166,4814513,0,0,0,2015
584,413657,4818189,0,0,0,2015
585,416239,4817614,0,0,0,2015
586,427763,4819203,0,0,0,2015
587,413545,4822269,0,0,0,2015
588,418209,4822031,0,0,0,2015
589,413016,4827424,0,0,0,2015
590,417512,4825544,0,0,0,2015
591,421703,4825976,0,0,0,2015
592,417255,4829898,0,0,0,2015
593,420177,4830023,0,0,0,2015
594,417162,4833558,0,0,0,2015
595,420305,4834355,0,0,0,2015
596,416243,4837720,0,0,0,2015
597,421056,4837635,0,0,0,2015
598,417687,4841635,0,0,0,2015
599,420771,4841369,0,0,0,2015
600,441980,4852986,0,0,0,2015
601,444457,4853217,0,0,0,2015
602,447367,4852429,0,0,0,2015
603,436593,4856640,0,0,0,2015
604,438756,4855105,0,0,0,2015
605,443346,4856853,0,0,0,2015
606,337178,4783370,0,0,0,2015
607,340162,4783476,0,0,0,2015
608,342853,4783476,0,0,0,2015
609,347429,4698243,0,0,0,2015
610,351450,4697546,0,0,0,2015
611,349623,4700558,0,0,0,2015
612,355346,4701734,0,0,0,2015
613,352711,4705762,0,0,0,2015
614,184928,4709763,0,0,0,2015
615,153774,4712374,0,0,0,2015
616,185964,4713542,0,0,NA,2015
617,352532,4714781,0,0,0,2015
618,355817,4713440,0,0,0,2015
619,359422,4713642,0,0,0,2015
620,157868,4714352,0,0,0,2015
621,161932,4713733,0,0,0,2015
622,162171,4716039,0,0,0,2015
623,186164,4717363,0,0,0,2015
624,190299,4716219,0,0,0,2015
625,355974,4717326,0,0,0,2015
626,358826,4717632,0,0,0,2015
627,168697,4725606,0,0,0,2015
628,170266,4729493,0,0,0,2015
629,174162,4728779,0,0,0,2015
630,185664,4721056,0,0,0,2015
631,188204,4721024,0,NA,0,2015
632,201471,4722252,0,0,0,2015
633,204060,4720652,0,0,0,2015
634,218238,4721712,0,0,0,2015
635,258439,4721436,0,0,0,2015
636,278098,4722072,0,0,0,2015
637,355303,4722156,0,0,0,2015
638,173671,4731504,0,0,0,2015
639,200447,4725409,0,NA,0,2015
640,205292,4724903,0,0,0,2015
641,215055,4724576,0,0,0,2015
642,220211,4725317,0,0,0,2015
643,223824,4724361,0,0,0,2015
644,254282,4725124,0,0,0,2015
645,259100,4724602,0,0,0,2015
646,263734,4725043,0,0,0,2015
647,274433,4726573,0,0,0,2015
648,278325,4725920,0,0,0,2015
649,176433,4733059,0,0,0,2015
650,197095,4728020,0,0,0,2015
651,200208,4728887,0,0,0,2015
652,204409,4728189,0,0,0,2015
653,220121,4729734,0,0,0,2015
654,223700,4728668,0,0,0,2015
655,259113,4728500,0,0,0,2015
656,273556,4728704,0,0,0,2015
657,278961,4730238,0,0,0,2015
658,223698,4732230,0,NA,0,2015
659,241703,4733175,0,NA,0,2015
660,245792,4733804,0,0,0,2015
661,274475,4733018,0,0,0,2015
662,238517,4738004,0,0,0,2015
663,228686,4736590,0,0,0,2015
664,246189,4736526,0,0,0,2015
665,228201,4740311,0,0,0,2015
666,245676,4739040,0,0,0,2015
667,251758,4739679,0,0,0,2015
668,223189,4744598,0,0,0,2015
669,228178,4743249,0,0,0,2015
670,224919,4748297,0,0,0,2015
671,227336,4747231,0,0,0,2015
672,219419,4752344,0,0,0,2015
673,223424,4752424,0,0,0,2015
674,379460,4760132,0,0,0,2015
675,382213,4759912,0,0,0,2015
676,386217,4760393,0,0,0,2015
677,374816,4763940,0,0,0,2015
678,379564,4763666,0,0,0,2015
679,436984,4776985,0,0,0,2015
680,410987,4762292,0,0,0,2015
681,413017,4762130,0,0,0,2015
682,417504,4763846,0,0,0,2015
683,413683,4769291,0,0,0,2015
684,417156,4767443,0,0,0,2015
685,420942,4767571,0,0,0,2015
686,378889,4771048,0,0,0,2015
687,383878,4771650,0,0,0,2015
688,417036,4772166,0,0,0,2015
689,432306,4772028,0,0,0,2015
690,435109,4771910,0,0,0,2015
691,374633,4776035,0,0,0,2015
692,378378,4775363,0,0,0,2015
693,382344,4775854,0,0,0,2015
694,386919,4774558,0,0,0,2015
695,432664,4775025,0,0,0,2015
696,436984,4776985,0,0,0,2015
697,427918,4777776,0,0,0,2015
698,430980,4777774,0,0,0,2015
699,436139,4779080,0,0,0,2015
700,386580,4790823,0,0,0,2015
701,389786,4791506,0,0,0,2015
702,395593,4791735,0,0,0,2015
703,399285,4790702,0,0,0,2015
704,378523,4794559,0,0,0,2015
705,390496,4795649,0,0,0,2015
706,395126,4795668,0,0,0,2015
707,397992,4794236,0,0,0,2015
708,371756,4799567,0,0,0,2015
709,374721,4798474,0,0,0,2015
710,378658,4799364,0,0,0,2015
711,374195,4801870,0,0,0,2015
712,377645,4802283,0,0,0,2015
713,394535,4802073,0,0,0,2015
714,389664,4807029,0,0,0,2015
715,394197,4806233,0,0,0,2015
716,397398,4806801,0,0,0,2015
717,394169,4810634,0,0,0,2015
718,398573,4811023,0,0,0,2015
ADK - 0410,573916,4963496,0,0,0,2016
ADK - 0550,565452,4954488,0,0,0,2016
ADK - 0693,567511,4949569,0,0,0,2016
ADK - 0775,610832,4943185,0,NA,NA,2016
