sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,year
ADK - 0836,573126,4944415,0,0,0,2016
ADK - 0905,563433,4942512,0,0,0,2016
ADK - 0908,577368,4934264,0,0,0,2016
ADK - 0910,585492,4936634,0,0,NA,2016
ADK - 0915,605341,4938624,0,NA,NA,2016
ADK - 0920,623432,4936831,0,NA,NA,2016
ADK - 0987,606016,4934920,0,0,0,2016
ADK - 0992,625596,4932522,0,NA,NA,2016
ADK - 1043,547464,4927015,0,0,0,2016
ADK - 1048,568048,4928976,0,0,0,2016
ADK - 1052,584432,4929363,0,0,0,2016
ADK - 1054,591509,4929324,0,0,0,2016
ADK - 1121,576561,4926155,0,0,NA,2016
ADK - 1123,582574,4923521,0,0,0,2016
ADK - 1125,592679,4923900,0,0,0,2016
ADK - 1196,591121,4922681,0,0,1,2016
ADK - 1256,550877,4919666,1,1,1,2016
ADK - 1258,558392,4916013,0,0,0,2016
ADK - 1262,572274,4919054,0,0,0,2016
ADK - 1266,588487,4917538,1,0,1,2016
ADK - 1271,608206,4917165,0,NA,NA,2016
ADK - 1332,567659,4912426,0,0,0,2016
ADK - 1399,552238,4909778,1,1,0,2016
ADK - 1400,558406,4910146,1,0,NA,2016
ADK - 1402,564405,4908721,0,0,NA,2016
ADK - 1408,587761,4909627,1,0,0,2016
ADK - 1476,575761,4908910,1,1,NA,2016
ADK - 1483,602317,4907759,0,NA,NA,2016
ADK - 1540,551041,4900960,0,0,NA,2016
ADK - 1554,601989,4900784,0,0,0,2016
ADK - 1613,557106,4899415,0,1,1,2016
ADK - 1617,574293,4898733,1,1,NA,2016
ADK - 1631,627946,4898028,0,0,0,2016
ADK - 1678,532592,4894889,0,0,0,2016
ADK - 1688,574956,4899226,0,0,0,2016
ADK - 1694,594507,4893377,0,0,0,2016
ADK - 1820,534258,4887356,0,0,0,2016
ADK - 1830,574125,4884954,1,1,1,2016
ADK - 1839,607215,4885936,1,1,0,2016
ADK - 1902,575370,4882623,1,0,1,2016
ADK - 1910,608031,4881227,0,0,1,2016
ADK - 1961,529974,4878773,0,0,0,2016
ADK - 1976,592827,4874877,0,1,0,2016
ADK - 1981,607064,4879241,0,0,0,2016
ADK - 2032,530275,4877020,0,0,0,2016
ADK - 2035,542684,4870607,0,0,1,2016
ADK - 2041,566519,4873517,0,1,0,2016
ADK - 2049,594043,4874684,1,1,NA,2016
ADK - 2053,610184,4875445,0,0,0,2016
ADK - 2182,562403,4868751,1,1,NA,2016
ADK - 2187,580791,4866526,0,0,1,2016
ADK - 2265,606080,4864007,0,0,0,2016
ADK - 2327,574185,4859966,1,1,1,2016
ADK - 2332,590319,4859363,1,1,NA,2016
ADK - 2333,595215,4858094,0,0,NA,2016
ADK - 2336,606253,4859155,1,NA,NA,2016
ADK - 2384,517473,4853984,0,1,1,2016
ADK - 2387,530624,4857034,1,0,0,2016
ADK - 2404,595997,4855536,0,0,NA,2016
ADK - 2452,507583,4853061,0,1,0,2016
ADK - 2478,608207,4850078,1,1,1,2016
ADK - 2527,523400,4846208,0,0,0,2016
ADK - 2541,578209,4847416,1,1,1,2016
ADK - 2542,579418,4846932,1,1,1,2016
ADK - 2546,593934,4849623,0,0,0,2016
ADK - 2547,600983,4847541,1,0,0,2016
ADK - 2619,602270,4844118,0,0,0,2016
ADK - 2621,610110,4844488,0,0,0,2016
ADK - 2672,604481,4837027,1,1,1,2016
ADK - 2674,604481,4837027,1,1,1,2016
ADK - 2751,603548,4830939,0,0,0,2016
ADK - 2753,534377,4838945,0,0,0,2016
ADK - 2761,541962,4841427,0,0,0,2016
ADK - 2822,563137,4837410,1,1,0,2016
ADK - 2832,563060,4832709,0,0,0,2016
ADK - 2888,547184,4827651,0,0,NA,2016
ADK - 2891,555630,4828244,1,0,0,2016
ADK - 2957,539313,4823213,1,1,1,2016
ADK - 2972,594656,4823253,0,0,0,2016
ADK - 3032,552882,4820362,0,0,NA,2016
ADK - 3043,595752,4819056,0,0,0,2016
ADK - 3047,612435,4822466,0,0,NA,2016
ADK - 3106,565482,4815765,0,0,NA,2016
ADK - 3111,582603,4818761,0,0,0,2016
ADK - 3119,615553,4816136,0,0,0,2016
ADK - 3190,613407,4815010,0,0,0,2016
ADK - 3256,595067,4807545,0,0,0,2016
ADK - 3321,572119,4805928,0,0,0,2016
ADK - 3330,605797,4805692,0,0,0,2016
ADK - 3394,581916,4800140,0,0,0,2016
ADK - 3400,602603,4801385,0,0,0,2016
ADK - 3603,565614,4791003,0,0,0,2016
ADK - 3607,581976,4788338,0,0,0,2016
TH - 0403,545501,4964587,0,0,0,2016
TH - 0405,551896,4963463,0,0,0,2016
TH - 0406,556542,4964438,0,0,0,2016
TH - 0476,553155,4959678,0,0,0,2016
TH - 0540,527359,4954660,0,0,0,2016
TH - 0542,535180,4957347,0,0,0,2016
TH - 0614,538709,4951705,0,0,0,2016
TH - 0678,510613,4948675,0,NA,NA,2016
TH - 0684,535646,4948571,0,0,0,2016
TH - 0685,498979,4933351,0,0,0,2016
TH - 0756,536035,4945031,0,NA,NA,2016
TH - 0818,502424,4941418,0,0,0,2016
TH - 0893,518310,4936877,0,0,0,2016
TH - 0898,539651,4938990,0,NA,NA,2016
TH - 0959,498979,4933351,0,0,0,2016
TH - 0960,503159,4933515,0,0,0,2016
TH - 0969,541030,4932707,0,0,0,2016
TH - 1029,494231,4929021,0,0,1,2016
TH - 1036,520579,4927759,0,0,0,2016
TH - 1099,492726,4925268,0,0,0,2016
TH - 1105,515873,4924415,0,0,0,2016
TH - 1107,520937,4926346,0,0,0,2016
TH - 1173,503773,4922653,0,0,0,2016
TH - 1236,472853,4917584,0,0,NA,2016
TH - 1306,466513,4914128,0,0,NA,2016
TH - 1309,480124,4912666,0,0,NA,2016
TH - 1314,498207,4914141,0,0,0,2016
TH - 1315,501997,4912823,0,0,0,2016
TH - 1391,521884,4909653,0,0,0,2016
TH - 1448,467734,4906206,0,0,NA,2016
TH - 1452,483151,4906314,0,0,0,2016
TH - 1462,523871,4904155,0,0,0,2016
TH - 1463,525576,4904192,NA,NA,NA,2016
TH - 1521,474172,4903396,0,0,NA,2016
TH - 1529,506553,4902393,NA,NA,NA,2016
TH - 1530,509003,4901801,0,0,0,2016
TH - 1666,486764,4896362,0,0,0,2016
TH - 1668,494989,4893133,0,0,0,2016
TH - 1673,506246,4886516,0,0,0,2016
TH - 1733,472637,4890503,0,0,0,2016
TH - 1734,475850,4890195,0,0,0,2016
TH - 1740,498308,4891681,0,NA,NA,2016
TH - 1742,508295,4891840,0,0,0,2016
TH - 1811,498005,4886551,0,0,0,2016
TH - 1877,477836,4883358,0,0,0,2016
TH - 1884,505594,4884318,0,0,0,2016
TH - 1950,486950,4879776,0,0,0,2016
TH - 1951,489655,4878364,0,NA,NA,2016
TH - 2011,448326,4873221,0,0,0,2016
TH - 2015,464311,4873402,0,0,0,2016
TH - 2022,491693,4875304,0,0,0,2016
TH - 2083,452517,4871268,NA,NA,NA,2016
TH - 2092,487274,4872763,0,0,0,2016
TH - 2162,483660,4869007,0,0,0,2016
TH - 2226,456938,4861566,0,0,0,2016
TH - 2228,462208,4864829,0,0,0,2016
TH - 2238,504319,4862656,1,1,0,2016
TH - 2239,507739,4864572,0,0,0,2016
TH - 2374,478736,4854467,0,NA,0,2016
TH - 2506,441775,4846940,0,0,0,2016
TH - 2577,441482,4843818,0,0,0,2016
TH - 2585,473323,4843860,0,0,0,2016
TH - 2651,453479,4839656,0,0,0,2016
TH - 2656,472793,4841192,0,0,0,2016
TH - 2719,439958,4837961,0,0,NA,2016
TH - 2722,454325,4838244,0,NA,NA,2016
TH - 2795,460722,4832741,0,0,0,2016
TH - 2866,460534,4827891,0,0,0,2016
TH - 2871,478762,4830019,0,NA,NA,2016
TH - 2872,485454,4827909,NA,NA,NA,2016
TH - 2874,492171,4829422,0,0,0,2016
TH - 2936,457376,4823355,0,0,0,2016
TH - 2940,472077,4824884,0,0,0,2016
TH - 2942,480901,4823661,0,0,0,2016
TH - 2943,482331,4826212,NA,NA,NA,2016
TH - 3073,437407,4816595,0,0,0,2016
TH - 3076,447565,4815350,NA,NA,NA,2016
TH - 3092,508670,4818900,0,0,0,2016
TH - 3154,476784,4813568,0,0,0,2016
TH - 3157,485594,4813216,0,NA,NA,2016
TH - 3160,499496,4814053,0,0,0,2016
TH - 3304,506578,4803575,0,0,0,2016
TH - 3369,483710,4800794,0,0,0,2016
TH - 3372,495180,4801350,0,0,0,2016
TH - 3444,500507,4796589,0,0,0,2016
TH - 3445,503976,4798499,0,0,0,2016
TH - 3518,510405,4793375,0,NA,NA,2016
TH - 3591,518059,4790405,0,NA,NA,2016
TH - 3659,505305,4787933,0,0,NA,2016
TH - 3662,517257,4787322,0,NA,NA,2016
TH - 3663,521533,4785773,0,0,0,2016
TH - 3737,534095,4780920,0,0,0,2016
TH - 3803,514133,4778671,0,0,0,2016
TH - 3806,526891,4777986,0,0,0,2016
TH - 3879,532236,4773138,0,0,0,2016
TH - 3947,520968,4771565,0,0,0,2016
TH - 3949,530748,4769779,0,0,0,2016
TH - 4022,535865,4767432,0,0,0,2016
ADK - 0410,573916,4963496,0,0,0,2017
ADK - 0550,565452,4954488,0,0,0,2017
ADK - 0693,567511,4949569,0,0,0,2017
ADK - 0775,610832,4943185,0,0,0,2017
ADK - 0905,563433,4942512,0,0,0,2017
ADK - 0908,577368,4934264,0,0,0,2017
ADK - 0910,585492,4936634,0,0,0,2017
ADK - 0915,605341,4938624,0,0,0,2017
ADK - 0920,623432,4936831,0,0,0,2017
ADK - 0987,606016,4934920,0,0,0,2017
ADK - 0992,625596,4932522,0,0,0,2017
ADK - 1048,568048,4928976,0,0,0,2017
ADK - 1052,584432,4929363,0,0,0,2017
ADK - 1054,591509,4929324,0,0,0,2017
ADK - 1121,576561,4926155,0,0,0,2017
ADK - 1123,582574,4923521,1,1,1,2017
ADK - 1125,592679,4923900,1,1,1,2017
ADK - 1196,591121,4922681,0,0,0,2017
ADK - 1256,550877,4919666,0,0,1,2017
ADK - 1258,558392,4916013,0,0,0,2017
ADK - 1262,572274,4919054,0,0,0,2017
ADK - 1266,588487,4917538,1,1,0,2017
ADK - 1271,608206,4917165,0,0,0,2017
ADK - 1332,567659,4912426,0,0,1,2017
ADK - 1399,552238,4909778,0,1,1,2017
ADK - 1400,558406,4910146,1,1,1,2017
ADK - 1402,564405,4908721,0,0,0,2017
ADK - 1408,587761,4909627,0,0,1,2017
ADK - 1483,602317,4907759,0,0,0,2017
ADK - 1540,551041,4900960,0,0,0,2017
ADK - 1554,601989,4900784,0,1,1,2017
ADK - 1613,557106,4899415,0,0,0,2017
ADK - 1617,574293,4898733,0,1,1,2017
ADK - 1631,627946,4898028,0,0,0,2017
ADK - 1678,532592,4894889,0,0,0,2017
ADK - 1688,574956,4899226,1,1,0,2017
ADK - 1694,594507,4893377,0,0,1,2017
ADK - 1820,534258,4887356,1,1,1,2017
ADK - 1830,574125,4884954,1,1,1,2017
ADK - 1839,607215,4885936,1,1,1,2017
ADK - 1902,575370,4882623,1,1,1,2017
ADK - 1910,608031,4881227,0,0,0,2017
ADK - 1961,529974,4878773,0,0,0,2017
ADK - 1976,592827,4874877,1,1,1,2017
ADK - 1981,607064,4879241,1,0,0,2017
ADK - 2032,530275,4877020,0,0,0,2017
ADK - 2035,542684,4870607,0,0,0,2017
ADK - 2041,566519,4873517,1,1,1,2017
ADK - 2049,594043,4874684,1,1,1,2017
ADK - 2053,610184,4875445,0,1,1,2017
ADK - 2182,562403,4868751,0,1,1,2017
ADK - 2187,580791,4866526,1,0,1,2017
ADK - 2265,606080,4864007,1,1,1,2017
ADK - 2332,590319,4859363,1,1,1,2017
ADK - 2333,595215,4858094,1,0,1,2017
ADK - 2336,606253,4859155,0,0,0,2017
ADK - 2384,517473,4853984,1,1,1,2017
ADK - 2387,530624,4857034,1,1,1,2017
ADK - 2404,595997,4855536,0,1,1,2017
ADK - 2452,507583,4853061,0,1,1,2017
ADK - 2478,608207,4850078,1,NA,NA,2017
ADK - 2527,523400,4846208,1,0,0,2017
ADK - 2541,578209,4847416,1,1,1,2017
ADK - 2542,579418,4846932,1,1,1,2017
ADK - 2546,593934,4849623,0,0,0,2017
ADK - 2547,600983,4847541,0,1,0,2017
ADK - 2619,602270,4844118,1,1,1,2017
ADK - 2621,610110,4844488,0,1,0,2017
ADK - 2751,603548,4830939,0,0,1,2017
ADK - 2761,563137,4837410,0,0,0,2017
ADK - 2822,574454,4838165,0,1,1,2017
ADK - 2832,563060,4832709,0,0,0,2017
ADK - 2972,594656,4823253,0,0,0,2017
ADK - 3032,552882,4820362,0,0,0,2017
ADK - 3043,595752,4819056,0,0,0,2017
ADK - 3047,612435,4822466,0,0,0,2017
ADK - 3106,565482,4815765,0,0,0,2017
ADK - 3111,582603,4818761,0,0,0,2017
ADK - 3119,615553,4816136,0,0,0,2017
ADK - 3190,613407,4815010,0,0,0,2017
ADK - 3321,572119,4805928,0,0,0,2017
ADK - 3394,581916,4800140,0,0,0,2017
ADK - 3603,565614,4791003,0,0,0,2017
ADK - 3607,581976,4788338,0,0,0,2017
TH - 0403,545501,4964587,0,0,0,2017
TH - 0405,551896,4963463,0,0,0,2017
TH - 0406,556542,4964438,0,0,0,2017
TH - 0476,553155,4959678,0,0,0,2017
TH - 0540,527359,4954660,0,0,0,2017
TH - 0542,535180,4957347,0,0,0,2017
TH - 0614,538709,4951705,0,NA,NA,2017
TH - 0678,510613,4948675,0,NA,NA,2017
TH - 0684,535646,4948571,0,0,0,2017
TH - 0685,498979,4933351,0,0,0,2017
TH - 0756,536035,4945031,0,0,0,2017
TH - 0818,502424,4941418,NA,NA,NA,2017
TH - 0893,518310,4936877,0,0,1,2017
TH - 0898,539651,4938990,0,0,0,2017
TH - 0959,498979,4933351,0,0,0,2017
TH - 0960,503159,4933515,0,0,0,2017
TH - 0969,541030,4932707,0,0,0,2017
TH - 1029,494231,4929021,0,0,0,2017
TH - 1036,520579,4927759,0,0,0,2017
TH - 1099,492726,4925268,0,0,0,2017
TH - 1105,515873,4924415,0,0,NA,2017
TH - 1107,520937,4926346,0,0,0,2017
TH - 1173,503773,4922653,0,NA,NA,2017
TH - 1236,472853,4917584,0,0,0,2017
TH - 1306,466513,4914128,0,0,0,2017
TH - 1309,480124,4912666,0,0,0,2017
TH - 1314,498207,4914141,0,0,0,2017
TH - 1315,501997,4912823,0,0,1,2017
TH - 1391,521884,4909653,0,0,0,2017
TH - 1448,467734,4906206,0,0,0,2017
TH - 1452,483151,4906314,0,0,0,2017
TH - 1462,523871,4904155,0,0,0,2017
TH - 1463,525576,4904192,0,0,0,2017
TH - 1521,474172,4903396,0,0,0,2017
TH - 1529,506553,4902393,0,0,0,2017
TH - 1530,509003,4901801,0,0,0,2017
TH - 1666,486764,4896362,0,0,0,2017
TH - 1668,494989,4893133,0,0,0,2017
TH - 1673,506246,4886516,0,0,0,2017
TH - 1733,472637,4890503,0,0,0,2017
TH - 1734,475850,4890195,0,0,0,2017
TH - 1740,498308,4891681,0,0,0,2017
TH - 1742,508295,4891840,0,0,0,2017
TH - 1811,498005,4886551,0,0,0,2017
TH - 1877,477836,4883358,0,0,0,2017
TH - 1884,505594,4884318,0,0,0,2017
TH - 1950,486950,4879776,0,0,0,2017
TH - 1951,489655,4878364,0,0,0,2017
TH - 2011,448326,4873221,0,0,0,2017
TH - 2015,464311,4873402,0,0,0,2017
TH - 2022,491693,4875304,0,0,0,2017
TH - 2083,452517,4871268,0,0,0,2017
TH - 2092,487274,4872763,0,0,0,2017
TH - 2162,483660,4869007,0,0,0,2017
TH - 2226,456938,4861566,0,0,0,2017
TH - 2228,462208,4864829,0,0,0,2017
TH - 2238,504319,4862656,1,0,0,2017
TH - 2239,507739,4864572,0,0,0,2017
TH - 2374,478736,4854467,NA,NA,NA,2017
TH - 2506,441775,4846940,0,0,0,2017
TH - 2577,441482,4843818,NA,NA,NA,2017
TH - 2585,473323,4843860,0,0,0,2017
TH - 2651,453479,4839656,0,NA,NA,2017
TH - 2656,472793,4841192,0,0,0,2017
TH - 2719,439958,4837961,0,0,0,2017
TH - 2722,454325,4838244,0,0,0,2017
TH - 2795,460722,4832741,0,0,NA,2017
TH - 2866,460534,4827891,0,0,NA,2017
TH - 2871,478762,4830019,0,0,0,2017
TH - 2872,485454,4827909,0,0,0,2017
TH - 2874,492171,4829422,0,0,0,2017
TH - 2936,457376,4823355,0,0,NA,2017
TH - 2940,472077,4824884,0,0,0,2017
TH - 2942,480901,4823661,0,0,0,2017
TH - 2943,482331,4826212,1,0,1,2017
TH - 3073,437407,4816595,0,NA,NA,2017
TH - 3076,447565,4815350,0,0,NA,2017
TH - 3092,508670,4818900,0,1,NA,2017
TH - 3154,476784,4813568,0,0,0,2017
TH - 3157,485594,4813216,0,0,0,2017
TH - 3160,499496,4814053,0,1,1,2017
TH - 3304,506578,4803575,1,1,0,2017
TH - 3369,483710,4800794,0,0,0,2017
TH - 3372,495180,4801350,0,0,0,2017
TH - 3444,500507,4796589,0,0,0,2017
TH - 3445,503976,4798499,1,0,0,2017
TH - 3518,510405,4793375,0,0,0,2017
TH - 3591,518059,4790405,1,0,1,2017
TH - 3659,505305,4787933,0,0,0,2017
TH - 3662,517257,4787322,0,NA,NA,2017
TH - 3663,521533,4785773,0,0,0,2017
TH - 3737,534095,4780920,0,0,0,2017
TH - 3803,514133,4778671,0,0,0,2017
TH - 3806,526891,4777986,0,NA,NA,2017
TH - 3879,532236,4773138,0,0,0,2017
TH - 3947,520968,4771565,0,0,0,2017
TH - 3949,530748,4769779,0,0,0,2017
TH - 4022,535865,4767432,0,0,0,2017
ADK - 0410,573916,4963496,0,0,0,2018
ADK - 0550,565452,4954488,0,0,0,2018
ADK - 0693,567511,4949569,0,0,0,2018
ADK - 0775,610832,4943185,0,0,0,2018
ADK - 0836,573126,4944415,0,0,0,2018
ADK - 0905,563433,4942512,0,0,0,2018
ADK - 0908,577368,4934264,0,0,0,2018
ADK - 0910,585492,4936634,0,0,0,2018
ADK - 0915,605341,4938624,0,0,0,2018
ADK - 0920,623432,4936831,0,0,0,2018
ADK - 0987,606016,4934920,0,0,NA,2018
ADK - 0992,625596,4932522,0,0,0,2018
ADK - 1043,547464,4927015,0,0,0,2018
ADK - 1048,568048,4928976,0,0,0,2018
ADK - 1052,584432,4929363,0,0,0,2018
ADK - 1054,591509,4929324,0,0,0,2018
ADK - 1121,576561,4926155,0,0,0,2018
ADK - 1123,582574,4923521,0,0,0,2018
ADK - 1125,592679,4923900,1,0,0,2018
ADK - 1196,591121,4922681,0,1,0,2018
ADK - 1256,550877,4919666,0,1,0,2018
ADK - 1258,558392,4916013,0,0,0,2018
ADK - 1262,572274,4919054,0,0,0,2018
ADK - 1266,588487,4917538,0,0,1,2018
ADK - 1271,608206,4917165,0,0,0,2018
ADK - 1332,567659,4912426,0,0,0,2018
ADK - 1399,552238,4909778,0,1,0,2018
ADK - 1400,558406,4910146,0,0,0,2018
ADK - 1402,564405,4908721,0,0,0,2018
ADK - 1408,587761,4909627,1,1,0,2018
ADK - 1476,575761,4908910,1,1,1,2018
ADK - 1483,602317,4907759,0,0,0,2018
ADK - 1540,551041,4900960,0,0,0,2018
ADK - 1554,601989,4900784,0,0,0,2018
ADK - 1613,557106,4899415,0,0,0,2018
ADK - 1617,574293,4898733,1,1,0,2018
ADK - 1631,627946,4898028,0,0,0,2018
ADK - 1678,532592,4894889,0,0,0,2018
ADK - 1688,574956,4899226,0,0,0,2018
ADK - 1694,594507,4893377,0,0,0,2018
ADK - 1820,534258,4887356,0,0,0,2018
ADK - 1830,574125,4884954,1,1,1,2018
ADK - 1839,607215,4885936,1,0,1,2018
ADK - 1902,575370,4882623,0,0,1,2018
ADK - 1910,608031,4881227,0,0,0,2018
ADK - 1961,529974,4878773,0,0,0,2018
ADK - 1976,592827,4874877,1,1,1,2018
ADK - 1981,607064,4879241,0,0,0,2018
ADK - 2032,530275,4877020,0,0,0,2018
ADK - 2035,542684,4870607,0,0,0,2018
ADK - 2041,566519,4873517,1,0,0,2018
ADK - 2049,594043,4874684,1,1,1,2018
ADK - 2053,610184,4875445,0,0,0,2018
ADK - 2182,562403,4868751,1,1,1,2018
ADK - 2187,580791,4866526,0,0,0,2018
ADK - 2265,606080,4864007,0,0,0,2018
ADK - 2327,574185,4859966,1,1,1,2018
ADK - 2332,590319,4859363,1,1,1,2018
ADK - 2333,595215,4858094,0,1,1,2018
ADK - 2336,606253,4859155,0,NA,0,2018
ADK - 2384,517473,4853984,0,0,1,2018
ADK - 2387,530624,4857034,NA,NA,1,2018
ADK - 2404,595997,4855536,0,0,0,2018
ADK - 2452,507583,4853061,0,0,0,2018
ADK - 2478,608207,4850078,0,0,1,2018
ADK - 2527,523400,4846208,0,0,0,2018
ADK - 2541,578209,4847416,0,0,0,2018
ADK - 2542,579418,4846932,0,0,1,2018
ADK - 2546,593934,4849623,0,0,0,2018
ADK - 2547,600983,4847541,0,0,1,2018
ADK - 2619,602270,4844118,0,0,0,2018
ADK - 2621,610110,4844488,0,0,0,2018
ADK - 2672,604481,4837027,1,1,1,2018
ADK - 2674,603548,4830939,1,0,0,2018
ADK - 2751,534377,4838945,0,0,0,2018
ADK - 2753,541962,4841427,0,0,0,2018
ADK - 2761,563137,4837410,0,0,0,2018
ADK - 2822,574454,4838165,0,0,0,2018
ADK - 2832,563060,4832709,0,0,0,2018
ADK - 2888,547184,4827651,0,0,0,2018
ADK - 2891,555630,4828244,0,0,0,2018
ADK - 2957,539313,4823213,1,1,1,2018
ADK - 2972,594656,4823253,0,0,0,2018
ADK - 3032,552882,4820362,0,NA,NA,2018
ADK - 3043,595752,4819056,0,0,0,2018
ADK - 3047,612435,4822466,0,0,0,2018
ADK - 3106,565482,4815765,0,0,0,2018
ADK - 3111,582603,4818761,0,0,0,2018
ADK - 3119,615553,4816136,0,0,0,2018
ADK - 3190,613407,4815010,0,0,0,2018
ADK - 3256,595067,4807545,0,0,0,2018
ADK - 3321,572119,4805928,0,0,0,2018
ADK - 3330,605797,4805692,0,0,0,2018
ADK - 3394,581916,4800140,0,0,0,2018
ADK - 3400,602603,4801385,0,0,0,2018
ADK - 3603,565614,4791003,0,0,0,2018
ADK - 3607,581976,4788338,0,0,0,2018
TH - 0403,545501,4964587,0,0,0,2018
TH - 0405,551896,4963463,0,NA,NA,2018
TH - 0406,556542,4964438,0,NA,NA,2018
TH - 0476,553155,4959678,0,0,NA,2018
TH - 0540,527359,4954660,0,0,0,2018
TH - 0542,535180,4957347,0,0,0,2018
TH - 0614,538709,4951705,0,0,0,2018
TH - 0678,510613,4948675,0,0,0,2018
TH - 0684,535646,4948571,0,0,0,2018
TH - 0685,498979,4933351,NA,NA,NA,2018
TH - 0756,536035,4945031,0,NA,NA,2018
TH - 0818,502424,4941418,0,0,0,2018
TH - 0893,518310,4936877,0,0,0,2018
TH - 0898,539651,4938990,0,0,0,2018
TH - 0959,498979,4933351,0,0,0,2018
TH - 0960,503159,4933515,0,0,0,2018
TH - 0969,541030,4932707,0,0,0,2018
TH - 1029,494231,4929021,0,0,0,2018
TH - 1036,520579,4927759,0,NA,NA,2018
TH - 1099,492726,4925268,0,0,0,2018
TH - 1105,515873,4924415,0,0,0,2018
TH - 1107,520937,4926346,0,0,0,2018
TH - 1173,503773,4922653,0,NA,NA,2018
TH - 1236,472853,4917584,0,0,0,2018
TH - 1306,466513,4914128,0,0,0,2018
TH - 1309,480124,4912666,0,0,0,2018
TH - 1314,498207,4914141,0,0,0,2018
TH - 1315,501997,4912823,0,0,0,2018
TH - 1391,521884,4909653,0,0,NA,2018
TH - 1448,467734,4906206,0,0,0,2018
TH - 1452,483151,4906314,0,0,0,2018
TH - 1462,523871,4904155,0,0,0,2018
TH - 1463,525576,4904192,0,0,0,2018
TH - 1521,474172,4903396,0,0,0,2018
TH - 1529,506553,4902393,0,NA,NA,2018
TH - 1530,509003,4901801,0,0,0,2018
TH - 1666,486764,4896362,0,0,0,2018
TH - 1668,494989,4893133,0,0,0,2018
TH - 1673,506246,4886516,0,0,0,2018
TH - 1733,472637,4890503,0,0,0,2018
TH - 1734,475850,4890195,0,0,0,2018
TH - 1740,498308,4891681,0,0,0,2018
TH - 1742,508295,4891840,0,0,0,2018
TH - 1811,498005,4886551,0,0,0,2018
TH - 1877,477836,4883358,0,0,0,2018
TH - 1884,505594,4884318,0,0,0,2018
TH - 1950,486950,4879776,0,0,0,2018
TH - 1951,489655,4878364,0,0,0,2018
TH - 2011,448326,4873221,0,0,0,2018
TH - 2015,464311,4873402,0,0,0,2018
TH - 2022,491693,4875304,0,0,0,2018
TH - 2083,452517,4871268,NA,NA,NA,2018
TH - 2092,487274,4872763,0,0,0,2018
TH - 2162,483660,4869007,0,0,0,2018
TH - 2226,456938,4861566,0,0,NA,2018
TH - 2228,462208,4864829,0,0,0,2018
TH - 2238,504319,4862656,0,0,0,2018
TH - 2239,507739,4864572,0,0,0,2018
TH - 2374,478736,4854467,0,NA,0,2018
TH - 2506,441775,4846940,NA,NA,NA,2018
TH - 2577,441482,4843818,0,0,0,2018
TH - 2585,473323,4843860,0,0,NA,2018
TH - 2651,453479,4839656,0,0,0,2018
TH - 2656,472793,4841192,0,0,0,2018
TH - 2719,439958,4837961,0,NA,0,2018
TH - 2722,454325,4838244,0,0,0,2018
TH - 2795,460722,4832741,0,NA,NA,2018
TH - 2866,460534,4827891,0,0,0,2018
TH - 2871,478762,4830019,0,0,0,2018
TH - 2872,485454,4827909,0,NA,NA,2018
TH - 2874,492171,4829422,0,NA,NA,2018
TH - 2936,457376,4823355,0,NA,NA,2018
TH - 2940,472077,4824884,0,NA,NA,2018
TH - 2942,480901,4823661,0,0,0,2018
TH - 2943,482331,4826212,0,0,0,2018
TH - 3073,437407,4816595,0,0,0,2018
TH - 3076,447565,4815350,NA,NA,NA,2018
TH - 3092,508670,4818900,0,0,1,2018
TH - 3154,476784,4813568,0,0,0,2018
TH - 3157,485594,4813216,0,0,0,2018
TH - 3160,499496,4814053,0,0,1,2018
TH - 3304,506578,4803575,0,0,0,2018
TH - 3369,483710,4800794,0,0,0,2018
TH - 3372,495180,4801350,0,0,0,2018
TH - 3444,500507,4796589,0,0,0,2018
TH - 3445,503976,4798499,0,0,0,2018
TH - 3518,510405,4793375,0,0,0,2018
TH - 3591,518059,4790405,0,0,0,2018
TH - 3659,505305,4787933,0,0,0,2018
TH - 3662,517257,4787322,1,0,0,2018
TH - 3663,521533,4785773,0,0,0,2018
TH - 3737,534095,4780920,0,0,0,2018
TH - 3803,514133,4778671,0,0,0,2018
TH - 3806,526891,4777986,0,0,0,2018
TH - 3879,532236,4773138,0,0,0,2018
TH - 3947,520968,4771565,0,0,0,2018
TH - 3949,530748,4769779,0,0,0,2018
TH - 4022,535865,4767432,0,0,0,2018
182,289011,4702862,0,0,0,2019
261,440862,4851868,0,0,0,2019
262,444513,4852060,0,0,0,2019
263,446990,4854247,0,0,0,2019
265,441940,4855918,0,0,0,2019
266,445498,4855395,0,0,0,2019
294,293470,4701710,0,0,0,2019
296,321160,4712313,0,0,0,2019
297,304769,4702113,0,0,0,2019
298,308667,4702168,0,0,0,2019
299,314039,4702223,0,0,0,2019
326,289828,4706441,0,0,0,2019
327,292859,4705956,0,0,0,2019
330,304306,4707025,0,0,0,2019
331,308947,4705234,0,0,0,2019
332,313953,4705421,0,0,0,2019
335,336812,4704838,0,0,0,2019
336,339259,4705610,NA,0,0,2019
356,288605,4709232,0,0,0,2019
357,293863,4710332,0,0,0,2019
358,331821,4708867,0,0,0,2019
359,335514,4710105,0,0,0,2019
360,340709,4710965,0,0,0,2019
377,339279,4714489,0,0,0,2019
390,320413,4718027,0,0,0,2019
405,309405,4737355,0,0,0,2019
