sitename,Occ1,Occ2,Occ3,year
535,0,0,0,2015
536,0,2,0,2015
537,0,0,0,2015
538,0,0,0,2015
539,0,0,0,2015
540,0,0,0,2015
541,0,0,0,2015
542,1,0,0,2015
543,0,1,1,2015
544,0,1,0,2015
545,0,0,0,2015
546,0,0,0,2015
547,0,0,0,2015
548,1,0,0,2015
549,0,0,0,2015
550,0,0,0,2015
551,0,1,0,2015
552,0,0,0,2015
553,0,0,0,2015
554,0,0,0,2015
555,0,0,0,2015
556,0,0,0,2015
557,0,0,0,2015
558,0,0,0,2015
559,0,0,0,2015
560,0,0,0,2015
561,0,0,0,2015
562,0,0,0,2015
563,0,0,0,2015
564,0,0,0,2015
565,0,0,0,2015
566,0,0,0,2015
567,0,0,0,2015
568,0,0,0,2015
569,0,0,0,2015
570,0,0,0,2015
571,0,0,0,2015
572,0,0,0,2015
573,0,0,0,2015
574,0,0,0,2015
575,0,0,0,2015
576,0,0,0,2015
577,0,0,0,2015
578,1,0,0,2015
579,0,0,0,2015
580,0,1,0,2015
581,0,0,0,2015
582,0,0,0,2015
583,0,0,0,2015
584,0,0,1,2015
585,0,0,1,2015
586,0,0,0,2015
587,1,0,0,2015
588,0,0,0,2015
589,0,0,0,2015
590,0,0,0,2015
591,0,0,0,2015
592,0,0,0,2015
593,0,0,0,2015
594,0,0,0,2015
595,0,0,1,2015
596,0,0,2,2015
597,0,0,0,2015
598,0,0,0,2015
599,0,0,0,2015
600,0,1,0,2015
601,0,0,0,2015
602,0,0,0,2015
603,0,0,0,2015
604,0,0,1,2015
605,0,0,0,2015
606,0,0,0,2015
607,0,0,0,2015
608,0,0,0,2015
609,0,0,1,2015
610,0,0,0,2015
611,0,0,0,2015
612,0,0,0,2015
613,1,0,0,2015
614,0,0,0,2015
615,0,0,0,2015
616,0,0,0,2015
617,1,0,0,2015
618,0,0,0,2015
619,0,0,0,2015
620,0,1,0,2015
621,0,0,0,2015
622,0,0,1,2015
623,0,0,0,2015
624,0,0,1,2015
625,1,0,0,2015
626,0,0,0,2015
627,0,0,1,2015
628,0,0,0,2015
629,0,0,0,2015
630,0,0,0,2015
631,0,1,0,2015
632,0,0,0,2015
633,0,0,0,2015
634,0,0,0,2015
635,0,0,0,2015
636,0,0,0,2015
637,0,0,0,2015
638,0,0,0,2015
639,0,0,0,2015
640,0,1,0,2015
641,0,0,0,2015
642,0,1,2,2015
643,0,0,0,2015
644,0,0,0,2015
645,0,0,0,2015
646,0,0,0,2015
647,0,0,0,2015
648,0,0,0,2015
649,0,0,0,2015
650,0,0,0,2015
651,0,0,0,2015
652,1,0,2,2015
653,0,0,0,2015
654,0,0,0,2015
655,0,0,0,2015
656,0,0,0,2015
657,0,0,0,2015
658,0,0,0,2015
659,0,0,0,2015
660,0,1,2,2015
661,0,0,0,2015
662,0,0,0,2015
663,0,0,0,2015
664,0,2,0,2015
665,0,0,0,2015
666,0,0,0,2015
667,0,1,0,2015
668,0,0,1,2015
669,0,2,0,2015
670,0,0,0,2015
671,0,0,0,2015
672,0,0,0,2015
673,0,0,0,2015
674,0,0,1,2015
675,0,0,0,2015
676,0,1,0,2015
677,0,0,1,2015
678,0,1,1,2015
679,0,0,0,2015
680,0,0,0,2015
681,0,0,0,2015
682,0,0,0,2015
683,0,0,0,2015
684,0,0,0,2015
685,0,0,0,2015
686,0,0,0,2015
687,0,0,1,2015
688,0,0,0,2015
689,0,0,0,2015
690,0,0,0,2015
691,0,0,1,2015
692,0,0,1,2015
693,0,3,0,2015
694,0,0,0,2015
695,0,0,0,2015
696,0,0,0,2015
697,0,0,0,2015
698,0,0,0,2015
699,0,0,0,2015
700,0,0,0,2015
701,0,0,0,2015
702,0,0,0,2015
703,0,0,1,2015
704,0,0,0,2015
705,0,0,0,2015
706,0,0,1,2015
707,0,0,3,2015
708,0,0,0,2015
709,0,0,0,2015
710,0,0,2,2015
711,0,1,2,2015
712,0,1,2,2015
713,0,0,0,2015
714,0,0,0,2015
715,0,0,2,2015
716,0,0,1,2015
717,0,0,1,2015
718,0,0,0,2015
ADK - 0410,0,3,2,2016
ADK - 0550,0,0,0,2016
ADK - 0693,0,0,1,2016
ADK - 0775,0,0,0,2016
ADK - 0836,0,0,1,2016
ADK - 0905,0,0,0,2016
ADK - 0908,0,0,0,2016
ADK - 0910,0,0,0,2016
ADK - 0915,0,0,0,2016
ADK - 0920,0,0,0,2016
ADK - 0987,3,0,0,2016
ADK - 0992,2,0,0,2016
ADK - 1043,0,0,0,2016
ADK - 1048,0,0,0,2016
ADK - 1052,0,0,0,2016
ADK - 1054,0,0,0,2016
ADK - 1121,0,1,0,2016
ADK - 1123,0,1,0,2016
ADK - 1125,0,0,0,2016
ADK - 1196,0,0,1,2016
ADK - 1256,0,0,0,2016
ADK - 1258,0,0,1,2016
ADK - 1262,0,0,0,2016
ADK - 1266,0,0,0,2016
ADK - 1271,0,0,0,2016
ADK - 1332,0,0,0,2016
ADK - 1399,1,3,1,2016
ADK - 1400,1,1,0,2016
ADK - 1402,0,0,0,2016
ADK - 1408,0,0,0,2016
ADK - 1476,0,0,0,2016
ADK - 1483,2,0,0,2016
ADK - 1540,0,0,0,2016
ADK - 1554,0,0,0,2016
ADK - 1613,0,0,0,2016
ADK - 1617,0,0,0,2016
ADK - 1631,0,0,0,2016
ADK - 1678,0,0,1,2016
ADK - 1688,1,1,0,2016
ADK - 1694,0,0,0,2016
ADK - 1820,0,0,1,2016
ADK - 1830,0,0,0,2016
ADK - 1839,1,0,1,2016
ADK - 1902,0,0,0,2016
ADK - 1910,0,0,2,2016
ADK - 1961,0,0,0,2016
ADK - 1976,0,0,0,2016
ADK - 1981,0,0,0,2016
ADK - 2032,0,0,0,2016
ADK - 2035,1,0,1,2016
ADK - 2041,0,0,0,2016
ADK - 2049,0,0,1,2016
ADK - 2053,1,0,1,2016
ADK - 2182,0,0,0,2016
ADK - 2187,0,0,1,2016
ADK - 2265,0,0,0,2016
ADK - 2327,0,0,0,2016
ADK - 2332,0,0,0,2016
ADK - 2333,0,0,0,2016
ADK - 2336,0,0,0,2016
ADK - 2384,0,0,0,2016
ADK - 2387,0,1,0,2016
ADK - 2404,0,0,0,2016
ADK - 2452,0,0,1,2016
ADK - 2478,0,0,0,2016
ADK - 2527,0,0,0,2016
ADK - 2541,0,2,0,2016
ADK - 2542,0,0,2,2016
ADK - 2546,0,0,0,2016
ADK - 2547,0,0,1,2016
ADK - 2619,0,0,0,2016
ADK - 2621,0,0,3,2016
ADK - 2672,0,0,0,2016
ADK - 2674,0,0,1,2016
ADK - 2751,0,0,1,2016
ADK - 2753,0,0,0,2016
ADK - 2761,1,0,0,2016
ADK - 2822,0,0,1,2016
ADK - 2832,0,0,0,2016
ADK - 2888,0,0,0,2016
ADK - 2891,0,0,0,2016
ADK - 2957,0,0,0,2016
ADK - 2972,1,0,1,2016
ADK - 3032,0,0,0,2016
ADK - 3043,0,0,0,2016
ADK - 3047,0,0,1,2016
ADK - 3106,0,0,0,2016
ADK - 3111,0,0,0,2016
ADK - 3119,1,0,1,2016
ADK - 3190,0,1,1,2016
ADK - 3256,0,0,0,2016
ADK - 3321,0,1,2,2016
ADK - 3330,1,1,2,2016
ADK - 3394,0,0,0,2016
ADK - 3400,0,0,1,2016
ADK - 3603,0,1,0,2016
ADK - 3607,1,1,1,2016
TH - 0403,0,0,0,2016
TH - 0405,0,0,1,2016
TH - 0406,0,0,0,2016
TH - 0476,0,0,1,2016
TH - 0540,0,1,1,2016
TH - 0542,0,3,0,2016
TH - 0614,2,2,0,2016
TH - 0678,0,0,0,2016
TH - 0684,0,0,0,2016
TH - 0685,0,0,2,2016
TH - 0756,0,0,0,2016
TH - 0818,0,0,1,2016
TH - 0893,0,0,1,2016
TH - 0898,0,0,0,2016
TH - 0959,1,0,0,2016
TH - 0960,0,0,1,2016
TH - 0969,0,0,0,2016
TH - 1029,0,2,2,2016
TH - 1036,0,1,1,2016
TH - 1099,0,0,0,2016
TH - 1105,0,0,0,2016
TH - 1107,0,0,0,2016
TH - 1173,0,0,0,2016
TH - 1236,0,1,0,2016
TH - 1306,1,0,0,2016
TH - 1309,0,1,0,2016
TH - 1314,3,0,0,2016
TH - 1315,0,3,0,2016
TH - 1391,0,0,1,2016
TH - 1448,0,0,0,2016
TH - 1452,0,0,0,2016
TH - 1462,1,0,4,2016
TH - 1463,0,0,0,2016
TH - 1521,0,0,2,2016
TH - 1529,0,0,0,2016
TH - 1530,0,0,1,2016
TH - 1666,0,1,0,2016
TH - 1668,0,0,0,2016
TH - 1673,0,0,1,2016
TH - 1733,1,0,1,2016
TH - 1734,0,0,0,2016
TH - 1740,0,0,0,2016
TH - 1742,0,0,0,2016
TH - 1811,0,0,0,2016
TH - 1877,2,0,1,2016
TH - 1884,0,1,0,2016
TH - 1950,0,0,0,2016
TH - 1951,0,0,0,2016
TH - 2011,0,0,0,2016
TH - 2015,1,0,0,2016
TH - 2022,0,0,1,2016
TH - 2083,0,0,0,2016
TH - 2092,0,0,1,2016
TH - 2162,1,1,1,2016
TH - 2226,0,1,4,2016
TH - 2228,0,0,0,2016
TH - 2238,1,0,0,2016
TH - 2239,0,0,0,2016
TH - 2374,0,0,1,2016
TH - 2506,0,0,0,2016
TH - 2577,0,0,0,2016
TH - 2585,0,0,0,2016
TH - 2651,0,0,0,2016
TH - 2656,0,1,0,2016
TH - 2719,0,0,0,2016
TH - 2722,0,0,0,2016
TH - 2795,0,0,0,2016
TH - 2866,0,1,0,2016
TH - 2871,0,1,1,2016
TH - 2872,0,0,0,2016
TH - 2874,2,1,2,2016
TH - 2936,0,1,0,2016
TH - 2940,0,0,0,2016
TH - 2942,0,1,2,2016
TH - 2943,0,1,3,2016
TH - 3073,0,0,3,2016
TH - 3076,0,0,0,2016
TH - 3092,0,0,0,2016
TH - 3154,0,0,2,2016
TH - 3157,0,0,0,2016
TH - 3160,0,0,0,2016
TH - 3304,0,0,1,2016
TH - 3369,0,0,1,2016
TH - 3372,0,0,0,2016
TH - 3444,0,0,2,2016
TH - 3445,0,1,1,2016
TH - 3518,0,0,0,2016
TH - 3591,0,0,0,2016
TH - 3659,1,1,0,2016
TH - 3662,0,0,0,2016
TH - 3663,0,1,0,2016
TH - 3737,0,0,0,2016
TH - 3803,0,1,2,2016
TH - 3806,0,1,1,2016
TH - 3879,0,1,2,2016
TH - 3947,0,2,1,2016
TH - 3949,0,0,1,2016
TH - 4022,0,0,0,2016
ADK - 0410,0,0,0,2017
ADK - 0550,0,0,0,2017
ADK - 0693,0,0,0,2017
ADK - 0775,1,2,0,2017
ADK - 0905,0,0,0,2017
ADK - 0908,0,0,0,2017
ADK - 0910,1,0,0,2017
ADK - 0915,0,0,0,2017
ADK - 0920,0,0,0,2017
ADK - 0987,0,0,2,2017
ADK - 0992,0,0,0,2017
ADK - 1048,0,1,0,2017
ADK - 1052,0,0,0,2017
ADK - 1054,0,1,0,2017
ADK - 1121,0,0,0,2017
ADK - 1123,0,0,0,2017
ADK - 1125,0,0,0,2017
ADK - 1196,0,0,0,2017
ADK - 1256,0,0,0,2017
ADK - 1258,0,0,0,2017
ADK - 1262,0,0,0,2017
ADK - 1266,0,0,0,2017
ADK - 1271,0,2,0,2017
ADK - 1332,0,0,1,2017
ADK - 1399,1,0,0,2017
ADK - 1400,0,0,0,2017
ADK - 1402,0,0,0,2017
ADK - 1408,0,0,0,2017
ADK - 1483,1,0,0,2017
ADK - 1540,0,1,0,2017
ADK - 1554,0,0,0,2017
ADK - 1613,0,0,0,2017
ADK - 1617,0,0,0,2017
ADK - 1631,0,0,0,2017
ADK - 1678,0,0,0,2017
ADK - 1688,0,0,0,2017
ADK - 1694,0,0,0,2017
ADK - 1820,0,0,0,2017
ADK - 1830,0,0,0,2017
ADK - 1839,0,0,1,2017
ADK - 1902,0,0,0,2017
ADK - 1910,0,0,0,2017
ADK - 1961,0,0,0,2017
ADK - 1976,0,0,0,2017
ADK - 1981,0,0,0,2017
ADK - 2032,0,0,0,2017
ADK - 2035,0,0,0,2017
ADK - 2041,0,0,0,2017
ADK - 2049,0,0,1,2017
ADK - 2053,0,0,0,2017
ADK - 2182,0,0,0,2017
ADK - 2187,0,0,2,2017
ADK - 2265,0,0,0,2017
ADK - 2332,0,0,0,2017
ADK - 2333,0,0,0,2017
ADK - 2336,0,0,0,2017
ADK - 2384,0,0,0,2017
ADK - 2387,0,0,0,2017
ADK - 2404,0,1,0,2017
ADK - 2452,0,2,0,2017
ADK - 2478,1,0,0,2017
ADK - 2527,0,0,0,2017
ADK - 2541,0,0,0,2017
ADK - 2542,0,0,0,2017
ADK - 2546,0,0,0,2017
ADK - 2547,0,0,0,2017
ADK - 2619,0,0,0,2017
ADK - 2621,0,0,0,2017
ADK - 2751,0,0,0,2017
ADK - 2761,0,0,1,2017
ADK - 2822,0,0,0,2017
ADK - 2832,0,0,0,2017
ADK - 2972,2,2,2,2017
ADK - 3032,0,1,1,2017
ADK - 3043,0,0,0,2017
ADK - 3047,0,0,0,2017
ADK - 3106,0,0,0,2017
ADK - 3111,0,0,0,2017
ADK - 3119,1,0,0,2017
ADK - 3190,0,0,0,2017
ADK - 3321,0,0,0,2017
ADK - 3394,0,0,1,2017
ADK - 3603,0,0,1,2017
ADK - 3607,0,1,1,2017
TH - 0403,5,1,3,2017
TH - 0405,0,0,2,2017
TH - 0406,0,0,0,2017
TH - 0476,3,0,1,2017
TH - 0540,1,0,0,2017
TH - 0542,0,1,0,2017
TH - 0614,0,0,0,2017
TH - 0678,1,0,0,2017
TH - 0684,0,0,2,2017
TH - 0685,0,0,0,2017
TH - 0756,0,0,0,2017
TH - 0818,0,0,1,2017
TH - 0893,2,0,0,2017
TH - 0898,0,0,0,2017
TH - 0959,0,0,1,2017
TH - 0960,0,0,0,2017
TH - 0969,0,0,1,2017
TH - 1029,0,1,0,2017
TH - 1036,0,1,0,2017
TH - 1099,0,1,1,2017
TH - 1105,0,0,0,2017
TH - 1107,0,0,0,2017
TH - 1173,0,1,0,2017
TH - 1236,0,0,0,2017
TH - 1306,0,0,0,2017
TH - 1309,0,0,1,2017
TH - 1314,0,1,3,2017
TH - 1315,0,1,1,2017
TH - 1391,1,0,0,2017
TH - 1448,0,0,0,2017
TH - 1452,0,1,2,2017
TH - 1462,1,1,1,2017
TH - 1463,1,0,0,2017
TH - 1521,0,1,0,2017
TH - 1529,0,1,0,2017
TH - 1530,0,0,2,2017
TH - 1666,0,0,0,2017
TH - 1668,1,0,0,2017
TH - 1673,0,1,0,2017
TH - 1733,0,0,0,2017
TH - 1734,0,0,0,2017
TH - 1740,0,1,0,2017
TH - 1742,0,0,0,2017
TH - 1811,0,0,0,2017
TH - 1877,0,0,2,2017
TH - 1884,0,0,0,2017
TH - 1950,0,0,0,2017
TH - 1951,0,0,1,2017
TH - 2011,0,0,0,2017
TH - 2015,0,0,0,2017
TH - 2022,0,0,0,2017
TH - 2083,0,0,0,2017
TH - 2092,0,0,0,2017
TH - 2162,0,0,0,2017
TH - 2226,0,0,0,2017
TH - 2228,0,0,2,2017
TH - 2238,0,0,0,2017
TH - 2239,0,0,0,2017
TH - 2374,0,0,0,2017
TH - 2506,0,0,0,2017
TH - 2577,0,0,0,2017
TH - 2585,0,0,0,2017
TH - 2651,0,0,0,2017
TH - 2656,1,1,1,2017
TH - 2719,0,0,0,2017
TH - 2722,0,0,0,2017
TH - 2795,1,0,0,2017
TH - 2866,0,0,0,2017
TH - 2871,0,0,2,2017
TH - 2872,0,0,0,2017
TH - 2874,0,0,0,2017
TH - 2936,0,0,0,2017
TH - 2940,0,0,0,2017
TH - 2942,0,0,0,2017
TH - 2943,0,0,1,2017
TH - 3073,0,0,0,2017
TH - 3076,0,0,0,2017
TH - 3092,0,0,0,2017
TH - 3154,0,0,0,2017
TH - 3157,0,0,0,2017
TH - 3160,0,0,0,2017
TH - 3304,0,0,2,2017
TH - 3369,0,0,0,2017
TH - 3372,1,0,0,2017
TH - 3444,0,0,0,2017
TH - 3445,1,1,1,2017
TH - 3518,0,0,0,2017
TH - 3591,0,0,0,2017
TH - 3659,0,1,0,2017
TH - 3662,0,1,0,2017
TH - 3663,0,0,0,2017
TH - 3737,0,0,0,2017
TH - 3803,1,0,0,2017
TH - 3806,0,0,0,2017
TH - 3879,0,0,0,2017
TH - 3947,0,0,0,2017
TH - 3949,0,0,0,2017
TH - 4022,0,0,0,2017
ADK - 0410,0,0,0,2018
ADK - 0550,0,0,0,2018
ADK - 0693,0,0,0,2018
ADK - 0775,0,0,0,2018
ADK - 0836,0,0,0,2018
ADK - 0905,0,0,0,2018
ADK - 0908,0,0,0,2018
ADK - 0910,0,0,0,2018
ADK - 0915,0,0,3,2018
ADK - 0920,0,0,0,2018
ADK - 0987,0,0,0,2018
ADK - 0992,0,1,0,2018
ADK - 1043,0,0,0,2018
ADK - 1048,0,0,0,2018
ADK - 1052,0,0,0,2018
ADK - 1054,0,0,0,2018
ADK - 1121,0,0,0,2018
ADK - 1123,0,0,0,2018
ADK - 1125,0,0,1,2018
ADK - 1196,0,0,0,2018
ADK - 1256,0,0,0,2018
ADK - 1258,0,1,0,2018
ADK - 1262,0,0,0,2018
ADK - 1266,0,0,0,2018
ADK - 1271,0,0,1,2018
ADK - 1332,0,0,1,2018
ADK - 1399,0,1,0,2018
ADK - 1400,0,0,0,2018
ADK - 1402,0,0,0,2018
ADK - 1408,0,0,0,2018
ADK - 1476,0,0,0,2018
ADK - 1483,0,0,0,2018
ADK - 1540,0,0,0,2018
ADK - 1554,0,0,1,2018
ADK - 1613,0,0,1,2018
ADK - 1617,0,0,0,2018
ADK - 1631,0,2,1,2018
ADK - 1678,0,0,0,2018
ADK - 1688,0,1,0,2018
ADK - 1694,0,0,0,2018
ADK - 1820,0,0,0,2018
ADK - 1830,0,0,0,2018
ADK - 1839,3,5,1,2018
ADK - 1902,0,0,0,2018
ADK - 1910,0,0,0,2018
ADK - 1961,0,0,0,2018
ADK - 1976,0,0,0,2018
ADK - 1981,0,0,0,2018
ADK - 2032,0,0,1,2018
ADK - 2035,0,0,0,2018
ADK - 2041,0,0,0,2018
ADK - 2049,0,0,0,2018
ADK - 2053,0,0,0,2018
ADK - 2182,0,0,0,2018
ADK - 2187,0,0,0,2018
ADK - 2265,2,1,1,2018
ADK - 2327,0,0,0,2018
ADK - 2332,0,0,0,2018
ADK - 2333,0,0,0,2018
ADK - 2336,0,0,0,2018
ADK - 2384,0,0,0,2018
ADK - 2387,0,0,1,2018
ADK - 2404,0,0,1,2018
ADK - 2452,0,0,0,2018
ADK - 2478,0,0,0,2018
ADK - 2527,0,0,0,2018
ADK - 2541,0,0,0,2018
ADK - 2542,0,0,0,2018
ADK - 2546,1,1,1,2018
ADK - 2547,0,0,1,2018
ADK - 2619,0,0,0,2018
ADK - 2621,0,0,0,2018
ADK - 2672,0,0,0,2018
ADK - 2674,0,0,0,2018
ADK - 2751,0,0,0,2018
ADK - 2753,0,1,0,2018
ADK - 2761,0,1,0,2018
ADK - 2822,0,0,0,2018
ADK - 2832,0,0,0,2018
ADK - 2888,0,0,0,2018
ADK - 2891,0,0,0,2018
ADK - 2957,0,0,0,2018
ADK - 2972,0,1,1,2018
ADK - 3032,0,0,0,2018
ADK - 3043,0,0,0,2018
ADK - 3047,0,0,0,2018
ADK - 3106,0,0,0,2018
ADK - 3111,0,0,1,2018
ADK - 3119,0,0,0,2018
ADK - 3190,0,0,0,2018
ADK - 3256,0,0,0,2018
ADK - 3321,0,0,0,2018
ADK - 3330,1,0,0,2018
ADK - 3394,0,0,0,2018
ADK - 3400,0,0,0,2018
ADK - 3603,0,0,0,2018
ADK - 3607,1,0,1,2018
TH - 0403,0,0,0,2018
TH - 0405,1,1,0,2018
TH - 0406,0,0,0,2018
TH - 0476,0,0,0,2018
TH - 0540,0,0,0,2018
TH - 0542,0,0,0,2018
TH - 0614,0,0,0,2018
TH - 0678,1,0,0,2018
TH - 0684,2,0,1,2018
TH - 0685,0,0,0,2018
TH - 0756,0,0,0,2018
TH - 0818,0,1,0,2018
TH - 0893,0,0,0,2018
TH - 0898,0,0,0,2018
TH - 0959,0,0,0,2018
TH - 0960,0,0,0,2018
TH - 0969,0,0,0,2018
TH - 1029,0,0,1,2018
TH - 1036,0,0,0,2018
TH - 1099,0,0,0,2018
TH - 1105,0,0,0,2018
TH - 1107,0,0,0,2018
TH - 1173,0,0,0,2018
TH - 1236,0,1,0,2018
TH - 1306,0,0,0,2018
TH - 1309,0,0,1,2018
TH - 1314,0,0,0,2018
TH - 1315,0,1,0,2018
TH - 1391,0,0,0,2018
TH - 1448,0,0,1,2018
TH - 1452,0,0,0,2018
TH - 1462,0,0,0,2018
TH - 1463,0,0,0,2018
TH - 1521,1,0,0,2018
TH - 1529,0,0,0,2018
TH - 1530,0,1,0,2018
TH - 1666,0,0,0,2018
TH - 1668,1,0,0,2018
TH - 1673,0,0,1,2018
TH - 1733,1,3,1,2018
TH - 1734,0,0,0,2018
TH - 1740,0,0,0,2018
TH - 1742,0,0,0,2018
TH - 1811,0,0,0,2018
TH - 1877,0,0,0,2018
TH - 1884,0,0,0,2018
TH - 1950,0,0,0,2018
TH - 1951,0,0,0,2018
TH - 2011,0,0,0,2018
TH - 2015,0,0,0,2018
TH - 2022,0,0,0,2018
TH - 2083,0,0,0,2018
TH - 2092,0,0,0,2018
TH - 2162,0,1,0,2018
TH - 2226,0,0,0,2018
TH - 2228,0,0,0,2018
TH - 2238,0,0,0,2018
TH - 2239,0,0,0,2018
TH - 2374,0,0,0,2018
TH - 2506,0,0,0,2018
TH - 2577,0,0,0,2018
TH - 2585,0,0,0,2018
TH - 2651,1,0,0,2018
TH - 2656,0,1,0,2018
TH - 2719,0,0,0,2018
TH - 2722,0,0,0,2018
TH - 2795,0,0,0,2018
TH - 2866,1,0,0,2018
TH - 2871,0,0,0,2018
TH - 2872,0,0,0,2018
TH - 2874,0,0,0,2018
TH - 2936,0,0,0,2018
TH - 2940,0,0,0,2018
TH - 2942,0,0,0,2018
TH - 2943,0,0,0,2018
TH - 3073,0,0,0,2018
TH - 3076,0,0,0,2018
TH - 3092,0,0,0,2018
TH - 3154,0,0,0,2018
TH - 3157,0,0,0,2018
TH - 3160,0,0,0,2018
TH - 3304,0,0,1,2018
TH - 3369,0,0,0,2018
TH - 3372,0,0,0,2018
TH - 3444,0,0,0,2018
TH - 3445,0,1,0,2018
TH - 3518,0,0,0,2018
TH - 3591,0,0,0,2018
TH - 3659,0,0,0,2018
TH - 3662,0,0,0,2018
TH - 3663,0,0,0,2018
TH - 3737,0,0,0,2018
TH - 3803,0,1,0,2018
TH - 3806,0,1,0,2018
TH - 3879,0,1,0,2018
TH - 3947,0,0,0,2018
TH - 3949,0,0,0,2018
TH - 4022,0,0,0,2018
182,0,0,0,2019
261,0,0,0,2019
262,0,0,0,2019
263,1,1,0,2019
265,0,0,0,2019
266,0,1,0,2019
294,0,0,0,2019
296,0,0,0,2019
297,1,1,0,2019
298,0,0,0,2019
299,0,1,0,2019
326,0,0,0,2019
327,0,0,0,2019
330,0,0,0,2019
331,0,2,1,2019
332,0,0,0,2019
335,0,0,1,2019
336,0,0,1,2019
356,0,0,0,2019
357,0,0,0,2019
358,0,0,0,2019
359,0,0,0,2019
360,0,0,0,2019
377,0,0,0,2019
390,1,0,1,2019
405,0,0,0,2019
406,0,0,0,2019
407,0,0,0,2019
421,1,0,0,2019
454,0,0,0,2019
455,1,0,0,2019
456,0,0,0,2019
467,2,0,1,2019
468,0,0,0,2019
490,0,0,0,2019
491,0,1,1,2019
496,1,0,0,2019
498,0,0,0,2019
501,0,0,0,2019
502,0,0,0,2019
503,0,0,1,2019
504,1,0,0,2019
505,0,0,0,2019
507,0,0,0,2019
508,0,0,0,2019
509,0,1,2,2019
511,0,0,0,2019
515,0,2,0,2019
516,0,0,0,2019
519,0,0,0,2019
520,0,1,0,2019
521,0,0,0,2019
522,0,0,0,2019
524,0,0,0,2019
525,0,0,0,2019
528,0,1,0,2019
529,3,0,0,2019
530,0,0,0,2019
531,0,0,0,2019
532,0,0,0,2019
536,0,0,0,2019
537,0,0,0,2019
538,0,0,0,2019
539,0,0,0,2019
540,0,0,0,2019
544,0,0,1,2019
545,0,0,0,2019
546,0,0,2,2019
555,0,0,0,2019
556,0,0,0,2019
557,0,0,0,2019
594,0,0,0,2019
595,0,0,0,2019
596,0,0,0,2019
597,0,0,0,2019
599,0,0,0,2019
600,1,0,0,2019
601,0,0,0,2019
602,0,0,0,2019
604,0,0,0,2019
605,0,0,0,2019
606,1,0,0,2019
607,0,0,0,2019
617,0,0,0,2019
618,0,1,1,2019
619,0,0,1,2019
625,0,1,1,2019
626,0,0,0,2019
635,0,0,0,2019
636,1,0,1,2019
637,0,0,0,2019
644,0,0,0,2019
645,0,0,0,2019
646,0,0,0,2019
647,0,0,0,2019
648,0,0,0,2019
655,0,0,0,2019
656,0,0,0,2019
657,0,0,0,2019
661,0,0,0,2019
100A,0,2,0,2019
100B,0,0,0,2019
111A,0,0,1,2019
111B,0,0,0,2019
112A,0,0,1,2019
112B,0,0,0,2019
113A,0,1,0,2019
113B,1,3,0,2019
114A,1,0,0,2019
114B,1,0,0,2019
132A,0,0,0,2019
132B,0,0,2,2019
134A,1,0,0,2019
134B,0,1,0,2019
137A,0,0,0,2019
137B,0,0,0,2019
138A,0,0,0,2019
138B,0,0,0,2019
146A,0,0,0,2019
146B,0,0,0,2019
147A,0,0,2,2019
147B,0,0,0,2019
154A,0,0,0,2019
154B,0,0,0,2019
155A,0,0,0,2019
155B,0,0,0,2019
156A,0,0,2,2019
156B,1,0,0,2019
157A,0,0,0,2019
157B,0,0,0,2019
15A,0,0,0,2019
15B,0,0,0,2019
161A,0,0,0,2019
161B,0,0,0,2019
162A,0,0,0,2019
162B,0,0,0,2019
163A,0,0,0,2019
163B,0,0,1,2019
164A,1,1,0,2019
164B,0,0,0,2019
165A,0,0,0,2019
165B,0,0,0,2019
166A,0,0,0,2019
166B,0,0,0,2019
167A,0,0,0,2019
167B,0,1,0,2019
16A,0,0,0,2019
16B,0,0,0,2019
171A,0,0,0,2019
171B,0,0,0,2019
172A,0,0,0,2019
172B,0,0,0,2019
173A,0,1,1,2019
173B,0,0,0,2019
177A,0,0,0,2019
177B,0,0,0,2019
178A,0,0,0,2019
178B,0,1,0,2019
1801A,0,0,0,2019
1801B,0,0,0,2019
1802A,0,1,0,2019
1802B,0,0,0,2019
1804A,0,0,0,2019
1804B,1,0,0,2019
1819A,0,0,0,2019
1819B,0,0,0,2019
1822A,0,0,0,2019
1822B,0,0,0,2019
182A,0,0,0,2019
182B,0,0,0,2019
1838A,0,0,1,2019
1838B,0,0,1,2019
183A,1,0,1,2019
183B,0,0,0,2019
1844A,0,0,0,2019
1844B,1,0,0,2019
1859A,0,0,0,2019
1859B,0,0,1,2019
185A,0,0,0,2019
185B,0,0,0,2019
1860A,0,0,0,2019
1860B,0,0,0,2019
1861A,0,0,0,2019
1861B,0,0,0,2019
186A,0,0,0,2019
186B,0,0,0,2019
187A,0,0,0,2019
187B,0,0,0,2019
188A,0,0,0,2019
188B,0,0,0,2019
189A,0,1,0,2019
189B,1,0,0,2019
190A,0,0,0,2019
190B,0,0,0,2019
194A,1,1,1,2019
194B,0,0,0,2019
195A,0,0,0,2019
195B,0,0,0,2019
196A,0,2,0,2019
196B,0,0,0,2019
197A,2,0,0,2019
197B,0,0,0,2019
19A,0,0,0,2019
19B,0,0,1,2019
2019A,0,0,0,2019
2019B,0,0,1,2019
204A,0,0,0,2019
204B,0,0,2,2019
205A,0,0,0,2019
205B,0,0,0,2019
213A,0,0,0,2019
241A,0,0,0,2019
242A,0,0,0,2019
243A,0,0,0,2019
246A,0,0,0,2019
247A,0,0,0,2019
