sitename,Occ1,Occ2,Occ3,year
248A,0,0,0,2019
249A,0,0,0,2019
250A,0,0,0,2019
251A,1,1,1,2019
252A,0,0,0,2019
253A,0,0,0,2019
254A,0,0,0,2019
255A,0,0,1,2019
256A,0,0,0,2019
257A,0,0,1,2019
258A,0,0,0,2019
259A,0,0,1,2019
259B,0,0,0,2019
260A,0,0,0,2019
264A,0,0,0,2019
264B,0,0,0,2019
29A,0,0,0,2019
29B,0,0,0,2019
30A,0,0,0,2019
30B,0,0,0,2019
310A,0,0,0,2019
310B,0,0,0,2019
311A,0,0,1,2019
311B,0,0,0,2019
312A,0,0,0,2019
312B,1,0,1,2019
313A,0,0,2,2019
313B,0,0,0,2019
314A,0,0,1,2019
314B,0,0,0,2019
315A,0,0,0,2019
315B,1,0,1,2019
316A,0,0,0,2019
316B,0,0,0,2019
317A,0,0,1,2019
317B,0,2,0,2019
318A,0,0,0,2019
318B,1,0,0,2019
319A,0,0,0,2019
319B,0,0,0,2019
31A,0,0,0,2019
31B,0,0,0,2019
32A,0,0,0,2019
32B,0,0,0,2019
338A,0,0,0,2019
338B,0,0,0,2019
33A,0,0,0,2019
33B,0,0,0,2019
4R44A,1,1,0,2019
4R44B,0,0,0,2019
4R45A,0,0,0,2019
4R45B,0,0,0,2019
4R95A,1,0,2,2019
4R95B,0,0,0,2019
4R96A,0,0,0,2019
4R96B,0,0,1,2019
61A,0,1,0,2019
61B,0,0,0,2019
62A,0,0,0,2019
62B,0,0,0,2019
65A,0,0,1,2019
65B,0,0,0,2019
72A,0,0,0,2019
72B,0,0,0,2019
73A,0,0,0,2019
73B,1,2,2,2019
74A,1,0,0,2019
74B,0,1,0,2019
75A,0,1,2,2019
75B,0,0,1,2019
76A,0,0,0,2019
76B,0,1,0,2019
77A,2,1,0,2019
77B,0,0,0,2019
78A,0,0,0,2019
78B,0,0,0,2019
7R109A,1,1,0,2019
7R109B,1,0,1,2019
7R110A,2,0,0,2019
7R110B,0,1,0,2019
7R123,0,2,2,2019
7R124,0,1,1,2019
7R125,0,0,0,2019
7R131A,0,0,0,2019
7R131B,0,0,0,2019
7R143A,0,0,0,2019
7R143B,0,0,1,2019
7R144A,1,1,1,2019
7R144B,0,0,0,2019
7R145A,0,0,0,2019
7R145B,0,1,0,2019
7R149,0,1,1,2019
7R151A,0,1,0,2019
7R151B,1,0,0,2019
7R152A,0,0,0,2019
7R152B,1,2,0,2019
7R153A,0,0,0,2019
7R153B,0,0,0,2019
7R159A,0,1,0,2019
7R159B,0,0,0,2019
7R160A,0,0,0,2019
7R160B,0,0,0,2019
7R174A,2,0,0,2019
7R175A,0,0,0,2019
7R179A,0,0,0,2019
7R180A,0,0,0,2019
7R180B,0,0,0,2019
7R181A,0,0,0,2019
7R181B,0,0,1,2019
7R184A,0,0,0,2019
7R185A,0,0,0,2019
7R185B,0,0,2,2019
7R186A,0,0,2,2019
7R186B,0,0,0,2019
7R198,0,0,0,2019
7R201A,1,0,0,2019
7R201B,0,0,0,2019
7R202A,0,0,0,2019
7R202B,0,1,0,2019
7R203A,0,3,0,2019
7R203B,0,0,0,2019
7R206A,0,0,0,2019
7R206B,0,0,0,2019
7R207A,0,0,1,2019
7R207B,1,0,0,2019
7R208A,0,0,0,2019
7R208B,1,0,0,2019
7R209A,0,1,0,2019
7R209B,0,1,1,2019
7R210A,0,0,0,2019
7R210B,0,0,0,2019
7R214,0,0,1,2019
7R215,0,0,1,2019
7R226,0,0,1,2019
7R228,0,0,0,2019
7R229,0,0,0,2019
7R230,0,0,0,2019
7R24A,0,1,2,2019
7R24B,1,0,0,2019
7R25A,1,0,0,2019
7R25B,1,0,1,2019
7R304A,0,1,1,2019
7R304B,0,4,3,2019
7R305A,0,0,0,2019
7R305B,1,0,0,2019
7R306A,0,1,0,2019
7R306B,0,0,1,2019
7R307A,0,1,0,2019
7R307B,0,3,0,2019
7R308A,0,0,0,2019
7R308B,0,0,1,2019
7R309A,0,1,0,2019
7R309B,1,0,0,2019
7R30A,1,0,0,2019
7R30B,0,0,0,2019
7R31A,0,1,1,2019
7R31B,0,0,0,2019
7R320A,0,0,0,2019
7R320B,0,0,1,2019
7R328A,0,0,0,2019
7R328B,0,0,0,2019
7R329A,0,0,1,2019
7R329B,0,1,0,2019
7R330A,0,1,0,2019
7R330B,0,0,0,2019
7R331A,0,2,0,2019
7R331B,0,0,0,2019
7R339A,0,0,0,2019
7R339B,0,0,0,2019
7R342,0,2,1,2019
7R343,1,0,0,2019
7R344,0,2,2,2019
7R345,0,1,1,2019
7R346,0,0,0,2019
7R347,0,0,0,2019
7R348,0,2,1,2019
7R349,0,0,0,2019
7R350,0,1,0,2019
7R351,0,0,0,2019
7R352,0,0,0,2019
7R353,0,0,1,2019
7R40A,0,2,0,2019
7R40B,1,3,2,2019
7R41A,0,0,0,2019
7R41B,0,0,0,2019
7R42A,1,1,1,2019
7R42B,0,0,0,2019
7R43A,0,0,1,2019
7R43B,0,0,0,2019
7R58A,0,0,0,2019
7R58B,0,0,0,2019
7R59A,0,0,0,2019
7R59B,0,0,0,2019
7R60A,1,1,1,2019
7R60B,0,0,1,2019
7R71A,0,2,0,2019
7R71B,0,0,0,2019
7R72A,0,0,0,2019
7R72B,0,0,0,2019
7R73A,1,0,2,2019
7R73B,0,0,0,2019
7R74A,0,0,0,2019
7R74B,0,0,0,2019
7R87A,0,1,1,2019
7R87B,1,0,0,2019
7R88A,0,1,0,2019
7R88B,1,0,1,2019
7R89A,0,0,1,2019
7R89B,0,0,0,2019
7R90A,0,1,0,2019
7R90B,0,0,0,2019
8R44A,0,1,0,2019
8R44B,0,0,0,2019
8R45A,0,0,0,2019
8R45B,0,0,0,2019
8R95A,0,0,0,2019
8R95B,0,0,0,2019
8R96A,0,0,1,2019
8R96B,0,0,1,2019
91A,0,0,0,2019
91B,0,0,0,2019
92A,0,0,0,2019
92B,0,0,0,2019
93A,0,0,0,2019
93B,0,0,0,2019
94A,0,0,0,2019
94B,0,1,0,2019
99A,1,0,0,2019
99B,0,0,0,2019
9R100A,1,0,0,2019
9R100B,0,0,0,2019
9R101A,0,0,0,2019
9R101B,0,0,0,2019
9R102A,0,0,0,2019
9R102B,0,0,0,2019
9R104A,0,0,0,2019
9R104B,0,0,0,2019
9R115A,0,0,0,2019
9R115B,0,0,0,2019
9R116A,0,0,0,2019
9R116B,0,0,0,2019
9R117A,0,0,0,2019
9R117B,0,0,0,2019
9R118A,0,0,0,2019
9R118B,0,0,0,2019
9R119A,1,0,0,2019
9R119B,0,0,2,2019
9R11A,0,0,0,2019
9R11B,0,0,0,2019
9R120A,0,0,0,2019
9R120B,0,0,0,2019
9R12A,0,0,0,2019
9R12B,0,0,1,2019
9R133A,0,0,0,2019
9R133B,0,0,0,2019
9R134A,0,0,0,2019
9R134B,0,0,0,2019
9R135A,0,0,0,2019
9R135B,0,0,0,2019
9R136A,0,0,0,2019
9R136B,0,0,0,2019
9R137A,0,0,0,2019
9R137B,0,0,0,2019
9R148A,0,0,1,2019
9R148B,0,0,0,2019
9R17A,0,0,0,2019
9R17B,0,0,0,2019
9R18A,0,0,1,2019
9R18B,1,0,2,2019
9R19A,0,0,0,2019
9R19B,2,0,1,2019
9R1A,0,0,0,2019
9R1B,0,0,0,2019
9R269A,2,2,1,2019
9R273A,0,1,2,2019
9R274A,0,1,1,2019
9R275A,1,0,2,2019
9R278A,0,1,0,2019
9R279A,0,0,0,2019
9R283A,0,0,1,2019
9R284A,0,1,0,2019
9R290A,0,0,0,2019
9R291A,0,4,0,2019
9R296A,0,0,0,2019
9R297A,0,0,0,2019
9R298A,0,0,0,2019
9R299A,0,0,0,2019
9R2A,0,2,1,2019
9R2B,0,0,0,2019
9R300A,0,0,0,2019
9R301A,0,0,0,2019
9R302A,0,0,1,2019
9R303A,0,0,1,2019
9R335A,0,0,0,2019
9R335B,0,0,0,2019
9R336A,1,1,0,2019
9R336B,0,0,0,2019
9R340A,0,1,0,2019
9R34A,0,0,0,2019
9R34B,1,0,0,2019
9R354A,0,1,0,2019
9R35A,0,0,0,2019
9R35B,0,0,0,2019
9R36A,0,0,0,2019
9R36B,1,0,0,2019
9R3A,0,0,0,2019
9R3B,0,0,0,2019
9R46A,2,2,1,2019
9R46B,0,1,0,2019
9R47A,0,0,0,2019
9R47B,0,1,0,2019
9R48A,0,3,0,2019
9R48B,0,0,0,2019
9R49A,0,0,0,2019
9R49B,0,0,0,2019
9R4A,0,0,0,2019
9R4B,0,0,0,2019
9R50A,0,0,0,2019
9R50B,0,0,0,2019
9R51A,1,0,0,2019
9R51B,0,0,3,2019
9R52A,0,0,0,2019
9R52B,0,0,0,2019
9R53A,0,0,0,2019
9R53B,0,0,0,2019
9R54A,0,0,0,2019
9R54B,0,0,0,2019
9R63A,0,0,0,2019
9R63B,0,1,0,2019
9R64A,0,0,0,2019
9R64B,0,2,0,2019
9R65A,0,0,0,2019
9R65B,0,0,0,2019
9R66A,0,0,0,2019
9R66B,0,0,0,2019
9R67A,0,0,1,2019
9R67B,1,0,1,2019
9R68A,0,0,0,2019
9R68B,0,0,0,2019
9R69A,0,0,1,2019
9R69B,0,0,0,2019
9R6A,0,0,0,2019
9R6B,0,0,0,2019
9R70A,0,0,1,2019
9R70B,0,0,0,2019
9R79A,0,0,0,2019
9R79B,0,0,0,2019
9R7A,0,0,0,2019
9R7B,0,0,0,2019
9R80A,0,0,0,2019
9R80B,0,0,0,2019
9R81A,0,1,0,2019
9R81B,0,0,0,2019
9R82A,0,0,0,2019
9R82B,0,0,0,2019
9R83A,0,0,0,2019
9R83B,0,0,1,2019
9R84A,0,0,0,2019
9R84B,0,0,0,2019
9R85A,0,1,0,2019
9R85B,0,1,0,2019
9R86A,0,1,0,2019
9R86B,0,0,0,2019
9R97A,0,0,0,2019
9R97B,0,0,0,2019
9R98A,0,0,0,2019
9R98B,0,0,0,2019
9R99A,2,2,0,2019
9R99B,1,0,0,2019
4R111A,0,0,0,2020
4R111B,0,1,0,2020
4R112A,1,0,0,2020
4R112B,0,1,0,2020
4R113A,0,0,0,2020
4R113B,0,0,0,2020
4R114A,0,0,0,2020
4R114B,0,1,0,2020
4R132A,0,0,0,2020
4R132B,0,0,2,2020
4R146A,0,0,1,2020
4R146B,1,0,2,2020
4R147A,0,1,2,2020
4R147B,0,0,0,2020
4R154A,0,0,0,2020
4R154B,0,0,0,2020
4R155A,0,0,0,2020
4R155B,0,0,0,2020
4R156A,1,0,0,2020
4R156B,0,0,1,2020
4R157A,0,0,0,2020
4R157B,0,0,0,2020
4R15A,0,1,0,2020
4R15B,0,0,0,2020
4R161A,0,0,0,2020
4R161B,0,0,0,2020
4R162A,1,0,0,2020
4R162B,0,0,0,2020
4R163A,1,0,0,2020
4R163B,0,0,1,2020
4R164A,0,0,0,2020
4R164B,0,0,0,2020
4R165A,0,0,0,2020
4R165B,0,0,0,2020
4R166A,1,0,0,2020
4R166B,0,3,1,2020
4R167A,0,0,0,2020
4R167B,0,2,0,2020
4R16A,0,0,1,2020
4R16B,0,0,0,2020
4R171A,0,0,0,2020
4R171B,0,0,1,2020
4R172A,1,0,1,2020
4R172B,0,0,0,2020
4R173A,0,0,0,2020
4R173B,0,0,0,2020
4R177A,0,0,0,2020
4R177B,0,0,0,2020
4R178A,0,0,0,2020
4R178B,0,0,1,2020
4R182A,0,0,0,2020
4R182B,0,0,0,2020
4R183A,0,0,0,2020
4R183B,0,0,1,2020
4R187A,0,0,0,2020
4R187B,0,0,0,2020
4R188A,0,0,0,2020
4R188B,1,0,1,2020
4R189A,0,1,0,2020
4R189B,0,0,0,2020
4R190A,0,1,0,2020
4R190B,0,0,0,2020
4R194A,0,0,0,2020
4R194B,0,0,0,2020
4R195A,2,0,0,2020
4R195B,1,1,0,2020
4R196A,0,0,0,2020
4R196B,0,0,0,2020
4R197A,0,0,0,2020
4R197B,0,0,0,2020
4R204A,0,0,0,2020
4R204B,0,2,0,2020
4R205A,0,0,0,2020
4R205B,0,0,0,2020
4R310A,0,0,0,2020
4R310B,0,0,0,2020
4R311A,0,0,0,2020
4R311B,0,0,0,2020
4R312A,0,0,0,2020
4R312B,0,0,1,2020
4R313A,1,0,1,2020
4R313B,0,0,0,2020
4R314A,0,0,0,2020
4R314B,0,0,1,2020
4R315A,0,0,0,2020
4R315B,0,0,0,2020
4R316A,1,0,0,2020
4R316B,0,0,0,2020
4R317A,0,0,0,2020
4R317B,0,0,1,2020
4R318A,0,0,0,2020
4R318B,0,0,0,2020
4R319A,0,0,1,2020
4R319B,0,0,0,2020
4R32A,0,0,0,2020
4R32B,0,0,0,2020
4R338A,0,0,0,2020
4R338B,1,0,0,2020
4R33A,2,0,1,2020
4R33B,0,0,0,2020
4R44A,0,0,0,2020
4R44B,1,0,0,2020
4R45A,0,0,0,2020
4R45B,1,0,0,2020
4R61A,1,1,2,2020
4R61B,0,0,1,2020
4R62A,0,0,0,2020
4R62B,0,0,0,2020
4R75A,0,0,1,2020
4R75B,0,0,1,2020
4R76A,0,0,0,2020
4R76B,0,0,0,2020
4R77A,0,0,0,2020
4R77B,0,0,0,2020
4R78A,0,0,0,2020
4R78B,0,0,0,2020
4R91A,0,0,0,2020
4R91B,0,0,0,2020
4R92A,0,1,0,2020
4R92B,0,0,0,2020
4R93A,1,2,0,2020
4R93B,0,0,1,2020
4R94A,0,0,1,2020
4R94B,0,0,1,2020
4R95A,0,0,2,2020
4R95B,0,0,0,2020
4R96A,0,0,0,2020
4R96B,0,0,0,2020
6R213A,0,0,0,2020
6R241A,0,0,0,2020
6R242A,0,0,0,2020
6R243A,0,0,0,2020
6R246A,0,0,0,2020
6R247A,0,0,1,2020
6R248A,0,0,0,2020
6R249-A,0,0,0,2020
6R250-A,0,0,0,2020
6R251-A,0,2,0,2020
6R252-A,0,0,0,2020
6R253-A,0,0,0,2020
6R254-A,0,0,0,2020
6R255-A,0,0,0,2020
6R256-A,0,0,0,2020
6R257-A,0,0,0,2020
6R258-A,0,0,0,2020
6R259-A,0,0,0,2020
6R259-B,0,0,0,2020
6R260-A,0,0,0,2020
6R261-A,2,1,0,2020
6R262-A,1,0,0,2020
6R263-A,0,0,0,2020
6R264-A,0,0,0,2020
6R264-B,0,2,2,2020
6R265-A,0,0,0,2020
6R266-A,0,0,0,2020
6R490,1,0,1,2020
6R491,0,0,0,2020
6R501,2,0,0,2020
6R502,0,0,0,2020
6R503,0,1,0,2020
6R504,1,0,0,2020
6R505,0,0,1,2020
6R515,0,0,0,2020
6R516,0,0,0,2020
6R530,0,0,0,2020
6R531,0,1,2,2020
6R532,1,1,0,2020
6R538,0,0,0,2020
6R539,0,0,0,2020
6R540,0,0,1,2020
6R544,1,1,0,2020
6R545,0,0,0,2020
6R546,0,0,0,2020
6R555,0,0,0,2020
6R556,0,1,0,2020
6R557,0,0,0,2020
6R594,0,0,0,2020
6R595,0,0,0,2020
6R596,0,0,0,2020
6R597,0,0,0,2020
6R599,0,0,0,2020
6R600,1,0,0,2020
6R601,1,0,0,2020
6R602,0,0,0,2020
6R604,0,1,0,2020
6R605,0,0,0,2020
7R109A,0,0,0,2020
7R109B,1,0,0,2020
7R110A,0,1,1,2020
7R110B,0,2,2,2020
7R123,0,0,0,2020
7R124,0,0,1,2020
7R125,0,0,0,2020
7R131A,0,0,0,2020
7R131B,0,0,0,2020
7R143A,0,0,0,2020
7R143B,0,0,0,2020
7R144A,0,2,3,2020
7R144B,1,0,0,2020
7R145A,0,0,2,2020
7R145B,0,0,0,2020
7R149,0,0,0,2020
7R151A,1,0,0,2020
7R151B,0,0,1,2020
7R152A,0,0,0,2020
7R152B,0,0,0,2020
7R153A,0,0,0,2020
7R153B,0,0,0,2020
7R159A,0,0,0,2020
7R159B,0,0,0,2020
7R160A,0,0,0,2020
7R160B,0,0,1,2020
7R174,0,0,0,2020
7R175,0,0,0,2020
7R179,0,0,0,2020
7R180A,0,0,0,2020
7R180B,0,0,0,2020
7R181A,0,0,0,2020
7R181B,0,0,1,2020
7R184,0,1,0,2020
7R185A,0,0,1,2020
7R185B,0,0,0,2020
7R186A,0,1,0,2020
7R186B,0,0,0,2020
7R198,0,0,0,2020
7R201A,0,0,0,2020
7R201B,0,0,0,2020
7R202A,0,0,0,2020
7R202B,0,0,0,2020
7R203A,0,0,0,2020
7R203B,0,0,0,2020
7R206A,0,0,0,2020
7R206B,0,0,0,2020
7R207A,0,0,0,2020
7R207B,0,0,0,2020
7R208A,0,0,0,2020
7R208B,0,0,0,2020
7R209A,1,1,0,2020
7R209B,0,0,0,2020
7R210A,0,0,0,2020
7R210B,0,0,0,2020
7R214,0,1,1,2020
7R215,0,0,0,2020
7R226,0,0,0,2020
7R228,0,0,0,2020
7R229,0,0,0,2020
7R230,2,0,0,2020
7R24A,0,0,0,2020
7R24B,1,1,0,2020
7R25A,2,1,0,2020
7R25B,0,0,2,2020
7R304A,0,0,0,2020
7R304B,0,0,0,2020
7R305A,0,0,0,2020
7R305B,0,0,0,2020
7R306A,0,0,0,2020
7R306B,1,2,3,2020
7R307A,0,0,0,2020
7R307B,0,0,0,2020
7R308A,0,0,0,2020
7R308B,0,0,0,2020
7R309A,0,0,1,2020
7R309B,0,1,0,2020
7R30A,0,0,2,2020
7R30B,0,0,0,2020
7R31A,0,0,0,2020
7R31B,0,0,0,2020
7R320A,0,0,1,2020
7R320B,1,0,0,2020
7R339A,0,0,0,2020
7R339B,0,0,0,2020
7R342,0,1,1,2020
7R343,0,0,2,2020
7R344,0,0,0,2020
7R345,0,0,0,2020
7R346,0,0,0,2020
7R347,0,0,1,2020
7R348,0,0,3,2020
7R349,0,0,0,2020
7R350,1,2,1,2020
7R351,0,0,0,2020
7R352,0,0,0,2020
7R353,0,1,0,2020
7R42A,1,0,1,2020
7R42B,0,0,0,2020
7R43A,0,1,0,2020
7R43B,0,0,1,2020
7R58A,0,0,0,2020
7R58B,0,0,0,2020
7R59A,2,0,0,2020
7R59B,0,0,0,2020
7R60A,1,0,0,2020
7R60B,0,0,0,2020
7R674,0,0,0,2020
7R675,0,0,1,2020
7R676,0,1,0,2020
7R677,0,0,1,2020
7R678,0,1,0,2020
7R681,0,0,1,2020
7R682,0,0,0,2020
7R683,0,0,0,2020
7R684,0,1,0,2020
7R686,0,0,1,2020
7R687,1,0,0,2020
7R688,0,0,0,2020
7R689,1,0,0,2020
7R690,0,0,0,2020
7R692,0,0,0,2020
7R693,0,0,0,2020
7R695,0,0,0,2020
7R696,0,0,0,2020
7R71A,1,0,1,2020
7R71B,0,0,0,2020
7R72A,0,1,0,2020
7R72B,1,2,1,2020
7R73A,0,0,0,2020
7R73B,0,0,0,2020
7R74A,0,0,0,2020
7R74B,0,0,0,2020
7R87A,1,0,0,2020
7R87B,1,2,0,2020
7R88A,0,0,0,2020
7R88B,0,0,0,2020
7R89A,1,0,0,2020
7R89B,0,1,0,2020
7R90A,0,0,0,2020
7R90B,1,0,0,2020
8R100A,0,0,0,2020
8R100B,0,0,0,2020
8R134A,0,0,0,2020
8R134B,0,0,0,2020
8R137A,0,0,0,2020
8R137B,0,0,0,2020
8R138A,0,0,0,2020
8R138B,0,1,0,2020
8R140A,0,0,0,2020
8R140B,0,0,0,2020
8R141A,0,0,0,2020
8R141B,1,1,2,2020
8R1801A,0,1,1,2020
8R1801B,0,0,0,2020
8R1802A,0,0,0,2020
8R1802B,0,0,0,2020
8R1804A,0,0,1,2020
8R1804B,0,0,0,2020
8R1819A,0,0,0,2020
8R1819B,0,0,0,2020
8R182,0,0,0,2020
8R1822A,0,1,0,2020
8R1822B,0,0,0,2020
8R1838A,0,0,0,2020
8R1838B,0,0,0,2020
8R1844A,0,0,0,2020
8R1844B,1,0,0,2020
8R1848A,0,0,1,2020
8R1848B,0,0,0,2020
8R1849A,0,0,0,2020
8R1849B,1,2,0,2020
8R1851A,0,0,0,2020
8R1851B,0,0,0,2020
8R1856A,0,1,0,2020
8R1856B,0,0,1,2020
8R1859A,0,0,0,2020
8R1859B,0,0,0,2020
8R185A,1,0,0,2020
8R185B,0,0,0,2020
8R1860A,1,0,0,2020
8R1860B,0,0,0,2020
8R1861A,0,0,0,2020
8R1861B,0,0,1,2020
8R186A,0,1,0,2020
8R186B,0,0,0,2020
8R19A,0,0,0,2020
8R19B,0,0,0,2020
8R2019A,0,1,1,2020
8R2019B,1,0,1,2020
8R294,0,0,0,2020
8R296,0,0,0,2020
8R297,0,1,2,2020
8R298,0,1,1,2020
8R299,0,1,2,2020
8R29A,2,0,1,2020
8R29B,1,0,0,2020
8R30A,0,0,0,2020
8R30B,0,0,0,2020
8R31A,0,0,0,2020
8R31B,0,0,0,2020
8R326,0,0,0,2020
8R327,0,0,1,2020
8R330,0,0,1,2020
8R331,1,0,0,2020
8R332,0,0,0,2020
8R335,0,0,0,2020
8R336,0,0,1,2020
8R356,0,2,2,2020
8R357,0,0,0,2020
8R358,1,0,1,2020
8R359,1,0,0,2020
8R360,0,0,2,2020
8R377,0,0,0,2020
8R390,0,0,0,2020
8R405,0,0,0,2020
8R406,0,0,0,2020
8R407,0,0,0,2020
8R421,0,0,0,2020
8R44A,0,0,0,2020
8R44B,0,0,0,2020
8R454,0,0,0,2020
8R455,0,0,0,2020
8R456,0,0,0,2020
8R45A,0,0,0,2020
8R45B,0,0,0,2020
8R467,0,0,0,2020
8R468,1,0,0,2020
8R496,0,0,0,2020
8R498,0,0,0,2020
8R507,0,0,0,2020
8R508,0,0,0,2020
8R509,0,0,0,2020
8R511,0,0,0,2020
8R519,0,0,0,2020
8R520,0,0,0,2020
8R521,0,0,0,2020
8R522,0,0,0,2020
8R524,0,1,0,2020
8R525,0,0,0,2020
8R528,0,0,0,2020
8R529,0,0,0,2020
8R536,0,0,0,2020
8R537,0,0,0,2020
8R606,0,0,0,2020
8R607,0,0,0,2020
8R617,0,0,0,2020
8R618,0,0,0,2020
8R619,1,0,2,2020
8R625,0,0,0,2020
8R626,0,0,3,2020
8R635,0,0,0,2020
8R636,0,0,0,2020
8R637,0,0,0,2020
8R644,1,0,0,2020
8R645,0,0,0,2020
8R646,1,0,1,2020
8R647,0,0,0,2020
8R648,0,0,0,2020
8R655,1,3,1,2020
8R656,0,1,1,2020
8R657,1,0,0,2020
8R65A,0,0,0,2020
8R65B,0,2,1,2020
8R661,0,0,0,2020
8R72A,0,0,0,2020
8R72B,0,0,1,2020
8R73A,0,0,0,2020
8R73B,0,0,0,2020
8R74A,0,0,0,2020
8R74B,1,0,0,2020
8R95A,0,0,1,2020
8R95B,0,0,0,2020
8R96A,0,0,0,2020
8R96B,0,0,0,2020
8R99A,0,0,0,2020
8R99B,0,0,0,2020
9R100A,1,0,0,2020
9R100B,0,0,0,2020
9R101A,0,0,0,2020
9R101B,0,0,0,2020
9R102A,0,0,0,2020
9R102B,0,0,0,2020
9R104A,0,0,0,2020
9R104B,0,0,0,2020
9R115A,0,0,0,2020
9R115B,0,0,0,2020
9R116A,0,0,0,2020
9R116B,0,0,0,2020
9R117A,0,0,0,2020
9R117B,1,0,0,2020
9R118A,0,0,0,2020
9R118B,0,0,0,2020
9R119A,0,0,0,2020
9R119B,0,0,0,2020
9R11A,0,0,0,2020
9R11B,2,0,2,2020
9R120A,0,0,0,2020
9R120B,0,0,0,2020
9R12A,0,0,0,2020
9R12B,0,1,0,2020
9R133A,1,0,0,2020
9R133B,0,0,0,2020
9R134A,0,1,0,2020
9R134B,0,0,0,2020
9R135A,0,0,0,2020
9R135B,0,0,0,2020
9R136A,0,0,0,2020
9R136B,0,0,2,2020
9R137A,0,1,0,2020
9R137B,0,1,0,2020
9R148A,0,0,0,2020
9R148B,0,1,0,2020
9R17A,0,0,0,2020
9R17B,0,0,0,2020
9R18A,0,0,0,2020
9R18B,0,0,0,2020
9R19A,0,0,0,2020
9R19B,0,0,0,2020
9R1A,0,0,0,2020
9R1B,0,0,0,2020
9R269A,1,1,1,2020
9R273A,0,1,0,2020
9R274A,0,1,1,2020
9R275A,0,0,0,2020
9R278A,0,0,0,2020
9R279A,0,0,0,2020
9R283A,0,0,0,2020
9R284A,0,0,0,2020
9R290A,0,0,0,2020
9R291A,0,0,0,2020
9R296A,0,0,0,2020
9R297A,1,0,0,2020
9R298A,0,0,0,2020
9R299A,1,0,0,2020
9R2A,0,0,0,2020
9R2B,0,0,0,2020
9R300A,0,0,0,2020
9R301A,0,0,0,2020
9R302A,0,0,0,2020
9R303A,0,0,0,2020
9R335A,0,0,0,2020
9R335B,0,1,0,2020
9R336A,0,0,0,2020
9R336B,1,0,0,2020
9R340A,0,1,0,2020
9R34A,0,0,0,2020
9R34B,0,0,0,2020
9R354A,0,1,0,2020
9R35A,0,0,0,2020
9R35B,0,0,0,2020
9R36A,0,1,1,2020
9R36B,0,0,0,2020
9R3A,0,0,0,2020
9R3B,0,0,0,2020
9R46A,0,0,0,2020
9R46B,0,0,0,2020
9R47A,0,0,0,2020
9R47B,0,0,0,2020
9R48A,0,0,0,2020
9R48B,0,0,0,2020
9R49A,0,0,0,2020
9R49B,0,0,0,2020
9R4A,0,0,0,2020
9R4B,1,0,1,2020
9R50A,0,0,0,2020
9R50B,0,0,0,2020
9R51A,0,0,0,2020
9R51B,0,0,0,2020
9R52A,0,0,1,2020
9R52B,0,0,0,2020
9R53A,0,0,0,2020
9R53B,0,0,0,2020
9R54A,0,0,0,2020
9R54B,0,0,0,2020
9R63A,0,0,0,2020
9R63B,0,0,0,2020
9R64A,0,0,0,2020
9R64B,0,0,0,2020
9R65A,0,0,0,2020
9R65B,0,0,0,2020
9R66A,3,2,3,2020
9R66B,0,0,0,2020
9R67A,1,0,0,2020
9R67B,1,0,0,2020
9R68A,0,1,1,2020
9R68B,0,0,0,2020
9R69A,0,0,0,2020
9R69B,0,0,0,2020
9R6A,0,0,0,2020
9R6B,0,0,0,2020
9R70A,0,0,0,2020
9R70B,0,0,0,2020
9R79A,0,0,0,2020
9R79B,0,0,0,2020
9R7A,0,0,0,2020
9R7B,0,0,0,2020
9R80A,0,0,0,2020
9R80B,0,0,0,2020
9R81A,0,0,1,2020
9R81B,1,0,0,2020
9R82A,0,0,0,2020
9R82B,1,0,0,2020
9R83A,0,0,0,2020
9R83B,0,0,0,2020
9R84A,0,0,0,2020
9R84B,0,0,0,2020
9R85A,0,0,0,2020
9R85B,0,0,0,2020
9R86A,0,0,0,2020
9R86B,0,0,0,2020
9R97A,0,0,0,2020
9R97B,1,0,0,2020
9R98A,0,0,0,2020
9R98B,0,0,0,2020
9R99A,0,0,0,2020
9R99B,0,0,1,2020
4R111A,0,0,0,2021
4R111B,0,0,0,2021
4R112A,1,0,1,2021
4R112B,0,0,0,2021
4R113A,0,0,0,2021
4R113B,1,0,0,2021
4R114A,0,0,1,2021
4R114B,0,1,2,2021
4R132A,0,0,0,2021
4R132B,0,0,0,2021
4R146A,0,0,0,2021
4R146B,0,0,0,2021
4R147A,0,0,0,2021
4R147B,0,0,0,2021
4R154A,0,0,0,2021
4R154B,0,0,0,2021
4R155A,0,0,0,2021
4R155B,0,0,0,2021
4R156A,0,0,0,2021
4R156B,1,0,0,2021
4R157A,0,0,0,2021
4R157B,0,0,0,2021
4R15A,0,0,0,2021
4R15B,0,0,0,2021
4R161A,0,1,0,2021
4R161B,0,0,0,2021
4R162A,0,0,0,2021
4R162B,0,0,0,2021
4R163A,0,0,0,2021
4R163B,0,0,0,2021
4R164A,0,0,0,2021
4R164B,1,0,1,2021
4R165A,1,0,0,2021
4R165B,0,0,0,2021
4R166A,0,0,0,2021
4R166B,0,0,0,2021
4R167A,1,0,0,2021
4R167B,1,0,0,2021
4R16A,0,0,0,2021
4R16B,0,0,0,2021
4R171A,0,0,0,2021
4R171B,0,0,0,2021
4R172A,0,0,0,2021
4R172B,0,0,0,2021
4R173A,0,0,0,2021
